Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Silt clearance work of Anapur Dy from Km 0.00 to Km 8.000 and scrapping and Jungle clearance work from Km 8.00 to Km 12.400,Silt clearance work of Anapur Dy from Km 0.00 to Km 8.000 and scrapping and Jungle clearance work from Km 8.00 to Km 12.400,Please refer Tender documents. ,NA ,"4,13,000",Civil Works - Canal,NA ,Tender,15.0,NA ,pratapgarh,230001.0,NA ,NA ,NA ,Irrigation Divison Pratapgarh,No ,No,03-Nov-2025 09:00 AM,11-Nov-2025 11:00 AM,03-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,NA ,NA ,03-Nov-2025 10:00 AM,10-Nov-2025 05:00 PM,14-Nov-2025 10:00 AM,927.0,Nil,Nil,No,1.0,SBI Bank,Executive Engineer,Executive Engineer Irrigation Divison Pratapgarh,"42,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,tender document,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||ID, pratapgarh",03/E.E/2025-26,2025_UPIDC_1087895_3,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC,Arvind verma,Internal,manish ranjan,ARVIND VERMA,18-Nov-2025 01:50 PM,finsummary_1995581.pdf (191.51 KB),Technical,ok,ARVIND VERMA,13-Nov-2025 10:07 PM,technical_1995581.pdf,Arvind verma,Internal,manish ranjan,ARVIND VERMA,13-Nov-2025 10:19 PM,14-Nov-2025 10:00 AM,techsummary_1995581.pdf (178.81 KB),Finance,ok,ARVIND VERMA,18-Nov-2025 01:22 PM,finance_1995581.pdf,BOQ Comparative Chart,1.0,5658857.0,M/S UDAY BHAN SINGH CONTRACTOR,INR,"411,618.55","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||ID, pratapgarh",2025_UPIDC_1087895_3,03/E.E/2025-26,Silt clearance work of Anapur Dy from Km 0.00 to Km 8.000 and scrapping and Jungle clearance work from Km 8.00 to Km 12.400,1,5658780,M/S RAMESH PRATAP SINGH,06-Nov-2025 04:24 PM,Rejected-Finance,higher bidder,18-Nov-2025 01:50 PM,18-Nov-2025,"INR 411,618.55",15.0,ARVIND VERMA,24-Dec-2025 11:21 AM,uday.pdf (169.00 KB),ok,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,finance,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5658857,M/S UDAY BHAN SINGH CONTRACTOR,06-Nov-2025 04:47 PM,Accepted-AOC,ok,24-Dec-2025 11:21 AM,,,,,,,,AOC
