Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
14-Dec-2025,"INR 220,000",15.0,SANJAY KUMAR,03-Dec-2025 12:38 PM,dhikiyapurmr.pdf (1541.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||ID, auriya",2025_UPIDC_1082547_1,01/EE/2025-26,Silt clearance work of Dhikiyapur Mr. from km. 0.000 to km. 7.400,1.0,5619546.0,BHOLE BABA CONSTRUCTION,INR,"199,147.8",1,5619546,BHOLE BABA CONSTRUCTION,19-Oct-2025 08:54 PM,Accepted-AOC,Lower Bid,03-Dec-2025 12:38 PM,Technical,Admitted,SANJAY KUMAR,21-Oct-2025 05:53 PM,,EE,Internal,,SANJAY KUMAR,14-Nov-2025 11:39 AM,finsummary_1982616.pdf (1252.65 KB),Finance,Admitted,SANJAY KUMAR,14-Nov-2025 10:42 AM,,BOQ Comparative Chart,EE,Internal,,SANJAY KUMAR,22-Oct-2025 12:01 PM,24-Oct-2025 11:00 AM,techsummary_1982616.pdf (258.39 KB),AOC,1.0,Bid opening date,Date,,14-Oct-2025 02:00 PM,21-Oct-2025 03:00 PM,14-Oct-2025 02:00 PM,21-Oct-2025 12:00 PM,NA ,NA ,14-Oct-2025 02:00 PM,21-Oct-2025 12:00 PM,24-Oct-2025 11:00 AM,Silt clearance work of Dhikiyapur Mr. from km. 0.000 to km. 7.400,Silt clearance,Please refer Tender documents. ,NA ,"2,20,000",Civil Works - Canal,NA ,Tender,90.0,15.0,Silt clearance work of Dhikiyapur Mr. from km. 0.0,206244.0,NA ,NA ,NA ,"I.D. Auraiya, Dibiyapur",No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||ID, auriya",01/EE/2025-26,2025_UPIDC_1082547_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"EE I.D.Auraiya, Dibiyapur","I.D. Auraiya, Dibiyapur",1,Fee/PreQual/Technical,.pdf,Tender notice,"4,000",No,fixed,,Nil,Nil,1.0,SBI Bank,177.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,2,5617496,M/S Vimla construction,20-Oct-2025 11:22 PM,Rejected-Finance,Higher Bid,14-Nov-2025 11:39 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,AOC
