S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,SBI Bank,Executive Engineer sharda Sahayak Khand 41 Aemthi,"Office of Executive Engineer, Sharda Sahayak Khand 41 Amethi",Silt Clearance and Scrapping of Shivratanganj Dy. from Km. 0.000 to 7.250,Silt Clearance and Scrapping of Shivratanganj Dy. from Km. 0.000 to 7.250,Please refer Tender documents. ,NA ,"3,35,000",Civil Works - Canal,NA ,Tender,90.0,NA ,Amethi,227409.0,NA ,NA ,NA ,Gauriganj,No ,No,"6,700",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Tender Document,711.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||Sharda Sahayak Division 41 Amethi",03/EE/SSK41/2025-26,2025_UPIDC_1086855_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,07-Nov-2025 11:00 AM,12-Nov-2025 03:00 PM,07-Nov-2025 11:00 AM,12-Nov-2025 11:00 AM,NA ,NA ,07-Nov-2025 11:00 AM,12-Nov-2025 11:00 AM,13-Nov-2025 04:00 PM,AOC,Manish Ranjan,Internal,as per attachment,Manish Ranjan,14-Nov-2025 01:58 PM,finsummary_1998144.pdf (340.69 KB),Technical,as per attachment,Manish Ranjan,13-Nov-2025 03:17 PM,technical_1998144.pdf,Manish Ranjan,Internal,as per attachment,Manish Ranjan,13-Nov-2025 03:19 PM,13-Nov-2025 04:00 PM,techsummary_1998144.pdf (340.69 KB),Finance,as per attachment,Manish Ranjan,14-Nov-2025 01:55 PM,finance_1998144.pdf,BOQ Comparative Chart,1,5662291,369 Building Solutions,10-Nov-2025 12:11 PM,Accepted-AOC,as per bid,06-Dec-2025 11:20 AM,1.0,5662291.0,369 Building Solutions,INR,"300,222.12","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||Sharda Sahayak Division 41 Amethi",2025_UPIDC_1086855_2,03/EE/SSK41/2025-26,Silt Clearance and Scrapping of Shivratanganj Dy. from Km. 0.000 to 7.250,19-Nov-2025,"INR 300,222.13",10.0,Manish Ranjan,06-Dec-2025 11:20 AM,Shivratanganj.pdf (432.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5666654,M/S RUDRA CONSTRUCTIONS,10-Nov-2025 07:20 PM,Rejected-Finance,as per bid,14-Nov-2025 01:58 PM,,,,,,,,,,,,,,,,AOC
