S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
1.0,Revocation,Revocation,03-Nov-2025 02:08 PM,Revocation.pdf ,178.89,Technical Opening,1.0,5638875.0,ABHIRAJ CONSTRUCTIONS,INR,"397,231.62","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",2025_UPIDC_1083215_1,02/EE/2025-26 Lat 13,CORRECTING INTARNAL SECTION OF PESARA DY KM 0.000 TO KM 5.200,1,5638875,ABHIRAJ CONSTRUCTIONS,30-Oct-2025 09:09 AM,Accepted-AOC,L1,02-Dec-2025 10:58 AM,02-Dec-2025,"INR 397,231.62",10.0,Sunil Kumar Gupta,02-Dec-2025 10:58 AM,PESARA5200.pdf (416.00 KB),sunil kumar gupta,Internal,,Sunil Kumar Gupta,06-Nov-2025 01:55 PM,07-Nov-2025 10:00 AM,techsummary_1984136.pdf (191.40 KB),Finance,OK,Sunil Kumar Gupta,02-Dec-2025 10:53 AM,finance_1984136.pdf,BOQ Comparative Chart,sunil kumar gupta,Internal,,Sunil Kumar Gupta,02-Dec-2025 10:56 AM,finsummary_1984136.pdf (212.99 KB),Technical,ok,Sunil Kumar Gupta,06-Nov-2025 01:51 PM,technical_1984136.pdf,AOC,766.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD - 36 Jaunpur",02/EE/2025-26 Lat 13,2025_UPIDC_1083215_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"13,360",No,fixed,,Nil,Nil,1.0,SBI Bank,EXECUTIVE ENGINEER SSK-36 JAUNPUR,EXECUTIVE ENGINEER SSK-36 JAUNPUR,18-Oct-2025 11:00 AM,30-Oct-2025 02:00 PM,18-Oct-2025 11:00 AM,30-Oct-2025 01:00 PM,NA ,NA ,18-Oct-2025 11:00 AM,30-Oct-2025 01:00 PM,07-Nov-2025 10:00 AM,CORRECTING INTARNAL SECTION OF PESARA DY KM 0.000 TO KM 5.200,CORRECTING INTARNAL SECTION OF PESARA DY KM 0.000 TO KM 5.200,Please refer Tender documents. ,NA ,"6,68,000",Civil Works,NA ,Tender,90.0,10.0,EXECUTIVE ENGINEER SSK-36 JAUNPUR,222002.0,NA ,NA ,NA ,EXECUTIVE ENGINEER SSK-36 JAUNPUR,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical,AOC
,,,,,,,,,,,,,,,,2,5638913,AMIT KUMAR SINGH,30-Oct-2025 10:41 AM,Rejected-Finance,L3,02-Dec-2025 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,AOC
,,,,,,,,,,,,,,,,3,5636509,M/S DHARMENDRA SHUKLA CONSTRUCTIONS,29-Oct-2025 09:33 PM,Rejected-Technical,not ok,06-Nov-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5639164,M/S SIDDHI VINAYAK TRADERS,30-Oct-2025 12:23 PM,Rejected-Finance,L2,02-Dec-2025 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5639062,S S ENTERPRISES,30-Oct-2025 12:48 PM,Rejected-Technical,not ok,06-Nov-2025 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5637582,SUSHIL KUMAR SINGH,29-Oct-2025 05:59 PM,Rejected-Finance,L4,02-Dec-2025 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
