Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,S.No.1,Category,Sub Category,Sub Category Description,Format/File,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell) - Jhansi||Executive Engineer (LCD)-Jhansi,2025_UPIDM_1042724_1,03/LCDJ/EE/2025-26,Repairing of Suction Tank of Badagaon Pump Canal situated at Left Bank of Betwa River at Block Badagaon Chirgaon District Jhansi,1.0,5228670.0,M/S Sushila Enterprises,INR,"2,352,782",1.0,5229959.0,M/S P K ENTER PRISES,02-Jun-2025 10:44 AM,Rejected-Technical,Particular document incomplete,12-Jun-2025 03:35 PM,15-Dec-2025,"INR 2,628,000",120.0,JAGANNATH PRASAD,15-Dec-2025 02:06 PM,AOC3_2.pdf (535.00 KB),DOS,EE Jagannath Prasad,Internal,,JAGANNATH PRASAD,12-Jun-2025 03:35 PM,12-Jun-2025 05:00 PM,techsummary_1892003.pdf (992.55 KB),Finance,Financial Evaluation Complete,JAGANNATH PRASAD,15-Dec-2025 02:00 PM,finance_1892003.pdf,BOQ Comparative Chart,EE JAGANNATH PRASAD,Internal,EE JAGANNATH PRASAD EE VIKRAM SINGH AE MANOJ KUMAR GUPTA,JAGANNATH PRASAD,15-Dec-2025 02:04 PM,finsummary_1892003.pdf (257.53 KB),Technical,All Bids are admitted,JAGANNATH PRASAD,02-Jun-2025 03:57 PM,technical_1892003.pdf,AOC,EXECUTIVE ENGINEER LIFT CANAL DIVISION JHANSI,OFFICE OF THE EXECUTIVE ENGINEER LIFT CANAL DIVISION Gwalior Road Civil Lines Jhansi,26-May-2025 10:00 AM,02-Jun-2025 02:00 PM,26-May-2025 10:00 AM,02-Jun-2025 12:00 PM,NA ,NA ,26-May-2025 10:00 AM,02-Jun-2025 12:00 PM,12-Jun-2025 05:00 PM,1.0,SBI Bank,1,Certificate Details ,Permanent Account Number ,Permanent Account Number ,,"53,000",No,fixed,,Nil,Nil,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell) - Jhansi||Executive Engineer (LCD)-Jhansi,03/LCDJ/EE/2025-26,2025_UPIDM_1042724_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Repairing of Suction Tank of Badagaon Pump Canal situated at Left Bank of Betwa River at Block Badagaon Chirgaon District Jhansi,Repairing of Suction Tank of Badagaon Pump Canal situated at Left Bank of Betwa River at Block Badagaon Chirgaon District Jhansi,Please refer Tender documents. ,NA ,"26,28,000",Civil Works,NA ,Tender,90.0,120.0,Badagaon Jhansi,284121.0,Jhansi ,OFFICE OF THE EXECUTIVE ENGINEER LIFT CANAL DIVISION Gwalior Road Civil Lines Jhansi ,27-May-2025 01:00 PM ,Jhansi,No ,No,AOC
,,,,,,,,,2.0,5229931.0,M/s Sanika Construction,02-Jun-2025 10:19 AM,Rejected-Finance,Not Being Lowest,15-Dec-2025 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2,Financial Details ,Balance Sheets ,Copy of balance sheets audited by Chartered Accountant in support of annual turnover ,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3.0,5228670.0,M/S Sushila Enterprises,02-Jun-2025 06:21 AM,Accepted-AOC,AOC,15-Dec-2025 02:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,3,Misc. document ,Power of attorney in favour of local agent mandatory. ,Power of attorney in favour of local agent mandatory. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4.0,5228157.0,Naitik Infratech,02-Jun-2025 11:43 AM,Rejected-Technical,Particular document incomplete,12-Jun-2025 03:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,4,Misc. document ,Any other document ,Any other document ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,5,Tax related documents ,PAN card ,PAN card ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,6,Technical Details ,Other Technical Documents ,Other Technical Documents ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
