Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
07-Nov-2025,"INR 613,125",15.0,SUNDER LAL VERMA,05-Dec-2025 04:20 PM,5.pdf (3350.00 KB),Technical,Admitted,SUNDER LAL VERMA,13-Oct-2025 03:51 PM,,Mr Sunder lal Verma EE LGC FTP,Internal,"Mr. Anand Dwivedi EE ID FTP., Mr. Nikhil Kumar Shrivastava, AE LGC FTP., Mr Binod Kumar DAO LGC FTP.",SUNDER LAL VERMA,17-Oct-2025 04:59 PM,17-Oct-2025 05:20 PM,techsummary_1976490.pdf (34.37 KB),Mr Sunder lal Verma EE LGC FTP,Internal,"Mr. Anand Dwivedi EE ID Fatehpur, Mr. Nikhil Kumar Srivastava AE LGC fatehpur, Mr. Binod Kumar DAO LGC Fatehpur",SUNDER LAL VERMA,07-Nov-2025 03:27 PM,finsummary_1976490.pdf (34.37 KB),Finance,Seven Bids Admitted,SUNDER LAL VERMA,18-Oct-2025 12:59 PM,finance_1976490.pdf,BOQ Comparative Chart,1.0,5596814.0,M/S RAJIV SINGH,INR,"613,125",1,5602433,KUNWER ABHAY SINGH CONTRACTOR AND SUPPLIERS,12-Oct-2025 11:40 PM,Rejected-Finance,3rd Lowest,07-Nov-2025 03:27 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Kanpur||FDLGC, fatehpur",2025_UPIDC_1080129_13,01/EE/LGC/FTP/2025-26,Patch Repairing work of Pented Service Road at Karari Dy. From km. 24.000 to km 28.000,AOC,1.0,Fee/PreQual/Technical,.pdf,Technical Document,"1,016",Nil,Nil,No,Patch Repairing work of Pented Service Road at Karari Dy. From km. 24.000 to km 28.000,Patch Repairing work of Pented Service Road at Karari Dy. From km. 24.000 to km 28.000,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,15.0,NA ,Fatehpur,212601.0,O/o EE LGC FTP ,O/o EE LGC FTP Canal Colony ,08-Oct-2025 11:00 AM ,O/o EE LGC FTP,No ,No,EE LGC FTP,O/o EE LGC FTP Canal Colony,"22,400",No,fixed,,Nil,Nil,07-Oct-2025 10:00 AM,13-Oct-2025 02:00 PM,07-Oct-2025 10:00 AM,13-Oct-2025 12:00 PM,NA ,NA ,07-Oct-2025 10:00 AM,13-Oct-2025 12:00 PM,17-Oct-2025 05:20 PM,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Kanpur||FDLGC, fatehpur",01/EE/LGC/FTP/2025-26,2025_UPIDC_1080129_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5601317,M/S ASHISH KUMAR SINGH,12-Oct-2025 02:23 PM,Rejected-Finance,2nd Lowest,07-Nov-2025 03:27 PM,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5603053,M/s Narendra and Co.,13-Oct-2025 10:37 AM,Rejected-Finance,7th Lowest,07-Nov-2025 03:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5602327,M/S Nayancee Construction Co.,13-Oct-2025 10:10 AM,Rejected-Finance,6th Lowest,07-Nov-2025 03:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5596814,M/S RAJIV SINGH,11-Oct-2025 06:21 PM,Accepted-AOC,1st Lowest,05-Dec-2025 04:19 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5598888,M/S SHIVAM CONSTRUCTION AND SUPPLIER,13-Oct-2025 10:10 AM,Rejected-Finance,4th Lowest,07-Nov-2025 03:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5599671,TIKAM SINGH,13-Oct-2025 10:56 AM,Rejected-Finance,5th Lowest,07-Nov-2025 03:27 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
