Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
renovation of road Atura mr lot 19,renovation of road Atura mr lot 19,Please refer Tender documents. ,NA ,,Civil Works - Canal,NA ,Tender,90.0,30.0,raebareli,229001.0,NA ,NA ,NA ,Raebareli,No ,No,854.0,Nil,Nil,No,15-Oct-2025 12:00 PM,25-Oct-2025 12:00 PM,15-Oct-2025 12:00 PM,24-Oct-2025 05:00 PM,NA ,NA ,15-Oct-2025 12:00 PM,24-Oct-2025 05:00 PM,29-Oct-2025 03:30 PM,"1,54,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,bid,EE,rdssc,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||RDSSC, raibareilly",3186/rkd/notice no 03/2025-26,2025_UPIDC_1082803_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Technical,admit,SUSHIL YADAV,29-Oct-2025 02:20 PM,,sushil yadav,Internal,sashutosh sarswat,SUSHIL YADAV,01-Nov-2025 02:16 PM,finsummary_1983244.pdf (132.14 KB),Finance,admit,SUSHIL YADAV,31-Oct-2025 01:33 PM,,BOQ Comparative Chart,sushil yadav,Internal,ashutosh sarswat,SUSHIL YADAV,29-Oct-2025 02:57 PM,29-Oct-2025 03:30 PM,techsummary_1983244.pdf (207.52 KB),16-Nov-2025,"INR 1,023,591",30.0,SUSHIL YADAV,02-Dec-2025 12:15 PM,19r.pdf (115.00 KB),aoc,1,5621696,M/s Mahabali Construction & Supliars,23-Oct-2025 12:01 PM,Rejected-Finance,3,01-Nov-2025 02:16 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||RDSSC, raibareilly",2025_UPIDC_1082803_1,3186/rkd/notice no 03/2025-26,renovation of road Atura mr lot 19,1.0,5619093.0,shiv mahima construction,INR,"1,023,591",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,bid,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5623168,m/s sanjay kumar singh,24-Oct-2025 12:32 PM,Rejected-Finance,2,01-Nov-2025 02:16 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5619093,shiv mahima construction,24-Oct-2025 03:37 PM,Accepted-AOC,aoc,02-Dec-2025 12:15 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5625154,SHIV SHANTI DEVELOPERS,24-Oct-2025 03:58 PM,Rejected-Technical,Not qualified tech,29-Oct-2025 02:57 PM,,,,,,,,,,AOC
