Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,2025_UPTCL_1072931_1,31/ETC-II(P)/2025-2026,31/ETC-II(P)/2025-2026,1.0,5555404.0,Shree Heramb Test Lab (OPC) Pvt. Ltd.,INR,"117,936",1,5557542,durga enterprises,24-Sep-2025 03:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Sep-2025 05:03 PM,27-Nov-2025,"INR 117,936",60.0,GYANENDRA KUMAR,02-Dec-2025 05:34 PM,T31.pdf (3541.00 KB),"Transformer oil sample collection and testing at various sub stations, under ETD-II and ETD-III Prayagraj.",Superintending Engineer,Internal,S.A.O. and E.E.,GYANENDRA KUMAR,30-Sep-2025 05:38 PM,finsummary_1958254.pdf (34.27 KB),Technical,PART Ist HAS BEEN OPENED OF E-T-NO. 31,GYANENDRA KUMAR,30-Sep-2025 05:03 PM,technical_1958254.pdf,Superintending Engineer,Internal,S.A.O. and E.E.,GYANENDRA KUMAR,30-Sep-2025 05:07 PM,30-Sep-2025 05:15 PM,techsummary_1958254.pdf (34.27 KB),Finance,PART IInd HAS BEEN OPENED OF E-T-NO.31,GYANENDRA KUMAR,30-Sep-2025 05:36 PM,finance_1958254.pdf,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,"Tender cost and E.M.D. RTGS/NEFT slip, Tender document photocopy of Pan card, GSTIN, experience copy",11-Sep-2025 09:00 AM,25-Sep-2025 01:00 PM,11-Sep-2025 09:00 AM,24-Sep-2025 05:00 PM,NA ,NA ,11-Sep-2025 09:00 AM,24-Sep-2025 05:00 PM,30-Sep-2025 05:15 PM,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,31/ETC-II(P)/2025-2026,2025_UPTCL_1072931_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,31/ETC-II(P)/2025-2026,"Transformer oil sample collection, testing at various sub stations, under ETD-II, ETD-III Prayagraj.",Please refer Tender documents. ,NA ,"1,29,600",Electrical Works,NA ,Tender,120.0,60.0,"ETD-II, III PRAYAGRAJ",211002.0,NA ,NA ,NA ,PRAYAGRAJ.,No ,No,Superintending Engineer,"Electricity Transmission Circle-II, U.P. Power Transmission Corporation Ltd. 57- George Town, Prayagraj.",1.0,RTGS - RTGS Payment,590.0,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ.,No,"1,600",No,fixed,,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ.,AOC
,,,,,,,,,2,5557672,General Engineering Works,24-Sep-2025 03:27 PM,Rejected-AOC,L2,02-Dec-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5555404,Shree Heramb Test Lab (OPC) Pvt. Ltd.,23-Sep-2025 07:05 PM,Accepted-AOC,L1,02-Dec-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
