S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,5595543.0,M/S ALFAROOQUE CONSTRUCTION,INR,"2,172,054",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2025_UPPAN_1078835_1,"3034/PAN/ET/25-26, DT. 30-09-2025",CONSTRUCTION OF VIVECHANA KAKSH AT THANA SIKRIGANJ DISTT GORAKHPUR U.P.,1,5595543,M/S ALFAROOQUE CONSTRUCTION,09-Oct-2025 10:54 AM,Accepted-AOC,L1,01-Dec-2025 01:35 PM,01-Dec-2025,"INR 2,172,054",210.0,Sanjeev Saxena,01-Dec-2025 01:35 PM,SIKRIGANJLOA.pdf (421.00 KB),L1,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Sanjeev Saxena,17-Oct-2025 02:41 PM,finsummary_1972809.pdf (345.20 KB),Technical,ALL BIDDER ADMITTED,Manoj Kumar Joshi,15-Oct-2025 02:29 PM,,SANJEEV SAXENA,Internal,SHAMSHAD AHMED MANOJ KUMAR JOSHI,Manoj Kumar Joshi,15-Oct-2025 02:37 PM,16-Oct-2025 11:30 AM,techsummary_1972809.pdf (1509.08 KB),Finance,all bidder admitted,Sanjeev Saxena,17-Oct-2025 02:37 PM,,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,30-Sep-2025 01:00 PM,14-Oct-2025 11:30 AM,30-Sep-2025 01:00 PM,13-Oct-2025 05:00 PM,NA ,NA ,30-Sep-2025 01:00 PM,13-Oct-2025 05:00 PM,16-Oct-2025 11:30 AM,CONSTRUCTION OF VIVECHANA KAKSH AT THANA SIKRIGANJ DISTT GORAKHPUR U.P.,CONSTRUCTION OF VIVECHANA KAKSH AT THANA SIKRIGANJ DISTT GORAKHPUR U.P.,Please refer Tender documents. ,NA ,"25,72,000",Civil Works,NA ,Tender,90.0,210.0,THANA SIKRIGANJ DISTT GORAKHPUR U.P.,273213.0,NA ,NA ,NA ,U.P. Police Awas Nigam Ltd. Lucknow,No ,No,"1,770",Nil,Nil,No,1.0,SBI Bank,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"3034/PAN/ET/25-26, DT. 30-09-2025",2025_UPPAN_1078835_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,SANJEEV SAXENA,U.P. Police Awas Nigam Ltd. Lucknow,"51,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,2,5597995,M/s ANSARI CONSTRUCTION CO,11-Oct-2025 01:28 PM,Rejected-Finance,L4,17-Oct-2025 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5602928,M/S NIRAJ KUMAR SINGH,13-Oct-2025 09:58 AM,Rejected-Finance,L3,17-Oct-2025 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5595835,Pacific buildcon,13-Oct-2025 12:22 PM,Rejected-Finance,L2,17-Oct-2025 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5592843,vishal traders,13-Oct-2025 10:46 AM,Rejected-Finance,L2,17-Oct-2025 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
