Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),2025_UPPRC_1077350_1,17/PCL/GM/ZONE-2/BLY/2025-26,"DEVLOPMENT/RESTORATION WORK OF PEOT DUSHYANT KUMAR BIRTH PLACE AT VILLAGE RAJPUR NAVADA, TEHSIL NAZIBABAD IN DISTRICT BIJNOR (U.P.)",1.0,5581306.0,M/S RAKAM SINGH CONTRACTOR,INR,"49,983,004.15",1,5579576,Core Wood Infratech,06-Oct-2025 07:07 AM,Rejected-AOC,L2,04-Dec-2025 12:11 PM,19-Nov-2025,"INR 49,983,004.15",545.0,Rajesh Verma,04-Dec-2025 12:10 PM,POW.pdf (227.00 KB),General ManagerZone-2,Internal,"General Manager Zone-5, Project Manager Unit-21, Accountant",Rajesh Verma,12-Nov-2025 03:40 PM,finsummary_1968813.pdf (684.38 KB),Technical,Enclosed,Rajesh Verma,16-Oct-2025 04:13 PM,technical_1968813.pdf,General Manager Zone-2,Internal,"General Manager Zone-2, General Manager Zone-5, Project Manager Unit-21, Accountant",Rajesh Verma,16-Oct-2025 04:22 PM,17-Oct-2025 04:00 PM,techsummary_1968813.pdf (684.38 KB),Finance,M/S RAKAM SINGH CONTRACTOR- Rs 49983004.159- L1 M/s Core Wood Infratech- Rs. 50362237.878- L2,Rajesh Verma,12-Nov-2025 03:34 PM,finance_1968813.pdf,BOQ Comparative Chart,AOC,"DEVLOPMENT/RESTORATION WORK OF PEOT DUSHYANT KUMAR BIRTH PLACE AT VILLAGE RAJPUR NAVADA, TEHSIL NAZIBABAD IN DISTRICT BIJNOR (U.P.)","DEVLOPMENT/RESTORATION WORK OF PEOT DUSHYANT KUMAR BIRTH PLACE AT VILLAGE RAJPUR NAVADA, TEHSIL NAZIBABAD IN DISTRICT BIJNOR (U.P.)",As per BID Document ,NA ,"5,06,00,000",Civil Works,NA ,Tender,90.0,545.0,"RAJPUR NAVADA, TEHSIL NAZIBABAD IN DISTRICT BIJNOR",246701.0,NA ,NA ,NA ,Bareilly,No ,No,1,Fee/PreQual/Technical,.pdf,BID Document,General Manager Zone-2,"General Manager, Zone-2, U.P. Projects Corporation Ltd. 14, Chandra Shekar Nagar Colony, Tulasherpur, Bareilly",25-Sep-2025 04:00 PM,07-Oct-2025 03:00 PM,25-Sep-2025 04:00 PM,07-Oct-2025 01:00 PM,NA ,NA ,25-Sep-2025 04:00 PM,07-Oct-2025 01:00 PM,17-Oct-2025 04:00 PM,"17,700",Nil,Nil,No,1.0,SBI Bank,"10,12,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD),17/PCL/GM/ZONE-2/BLY/2025-26,2025_UPPRC_1077350_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,5581306,M/S RAKAM SINGH CONTRACTOR,04-Oct-2025 02:15 PM,Accepted-AOC,Accepted,04-Dec-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
