Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
06-Dec-2025,"INR 420,000",15.0,Harshendra Gupta,06-Dec-2025 02:20 PM,20.pdf (339.00 KB),Technical,all Admitted,Harshendra Gupta,08-Nov-2025 04:54 PM,,H. Gupta,Internal,,Harshendra Gupta,09-Nov-2025 02:02 PM,11-Nov-2025 02:00 PM,techsummary_1987679.pdf (520.63 KB),1.0,5640681.0,M/S LALCHAND YADAV,INR,"363,693.75",Finance,all Admitted,Harshendra Gupta,27-Nov-2025 06:44 PM,,BOQ Comparative Chart,H. Gupta,Internal,,Harshendra Gupta,06-Dec-2025 02:18 PM,finsummary_1987679.pdf (19.53 KB),1,5640855,arvind kumar yadav,30-Oct-2025 11:40 PM,Rejected-AOC,L2,06-Dec-2025 02:20 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",2025_UPIDC_1084482_20,03/E.E./2025-26,Earth Work in Silt Clearance/Scraping of Bankata Dy. from Km. 0.000 to Km. 10.250,AOC,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,e-Document,EXECTIVE ENGINEER,EXECTIVE ENGINEER Sharda Sahayak Khand 32 Azamgarh,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",03/E.E./2025-26,2025_UPIDC_1084482_20,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,177.0,Nil,Nil,No,"42,000",Yes,fixed,,Nil,Nil,Earth Work in Silt Clearance/Scraping of Bankata Dy. from Km. 0.000 to Km. 10.250,Earth Work in Silt Clearance/Scraping,Please refer Tender documents. ,NA ,"4,20,000",Civil Works,NA ,Tender,90.0,15.0,AZAMGARH,276001.0,NA ,NA ,NA ,AZAMGARH,No ,No,24-Oct-2025 10:00 AM,01-Nov-2025 11:30 AM,24-Oct-2025 10:30 AM,31-Oct-2025 05:00 PM,NA ,NA ,24-Oct-2025 10:30 AM,31-Oct-2025 05:00 PM,11-Nov-2025 02:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5640681,M/S LALCHAND YADAV,30-Oct-2025 09:19 PM,Accepted-AOC,L1,06-Dec-2025 02:20 PM,,,,,AOC,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
