Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,387",AMA Zila Panchayat Amethi,Gauriganj Amethi,No,Panchayati Raj Department||Zila Panchayat Amethi,240/Nivida/ZP/2025-26 Date- 22-07-2025,2025_UPPRD_1064082_148,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Appar Mukhya Adhikari Zila Panchayat Amethi,Zila Panchayat Amethi,11-Aug-2025 12:00 PM,18-Aug-2025 02:30 PM,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,NA ,NA ,11-Aug-2025 12:00 PM,18-Aug-2025 02:00 PM,17-Sep-2025 01:20 PM,1.0,Fee/PreQual/Technical,.pdf,Technical,1.0,DD - Demand Draft,"23,498",No,percentage,2.0%,AMA Zila Panchayat Amethi,Gauriganj Amethi,Work No 148 Baripur - tala se talab tak Nali,Work No 148 Baripur - tala se talab tak Nali,Please refer Tender documents. ,NA ,"11,74,887",Civil Works - Others,NA ,Tender,90.0,90.0,Amethi,227409.0,NA ,NA ,NA ,Zila Panchayat Amethi,No ,No,AOC,1.0,5440975.0,M/S SHIV KRIPA CONSTRUCTION,INR,"1,154,326.124",Technical,Summary Uploaed,Vasu Krishna,17-Sep-2025 01:00 PM,technical_1940588.pdf,Panchayati Raj Department||Zila Panchayat Amethi,2025_UPPRD_1064082_148,240/Nivida/ZP/2025-26 Date- 22-07-2025,Work No 148 Baripur - tala se talab tak Nali,1,5437919,HARISH KUMAR SINGH,16-Aug-2025 04:19 PM,Rejected-Finance,L4,29-Sep-2025 02:17 PM,26-Dec-2025,"INR 1,154,326.124",90.0,Vasu Krishna,26-Dec-2025 01:52 PM,ffffffffffffff.pdf (193.00 KB),Zp Amethi,Internal,,Vasu Krishna,29-Sep-2025 02:17 PM,finsummary_1940588.pdf (836.22 KB),Finance,Summary,Vasu Krishna,17-Sep-2025 01:36 PM,,BOQ Comparative Chart,Zp Amethi,Internal,,Vasu Krishna,17-Sep-2025 01:16 PM,17-Sep-2025 01:20 PM,techsummary_1940588.pdf (498.57 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,5440865,JITENDRA BAHADUR SINGH,17-Aug-2025 08:54 AM,Rejected-Finance,L4,29-Sep-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,3,5432499,M/S OM CONSTRUCTION,15-Aug-2025 11:19 AM,Rejected-Finance,L2,29-Sep-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,4,5440975,M/S SHIV KRIPA CONSTRUCTION,17-Aug-2025 09:54 AM,Accepted-AOC,Accepted,26-Dec-2025 01:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,5,5432756,M/S VIJAY CONSTRUCTION AND SUPPLIERS,15-Aug-2025 12:22 PM,Rejected-Finance,L3,29-Sep-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,6,5432433,VIJAY PAL SINGH,15-Aug-2025 10:10 AM,Rejected-Finance,L4,29-Sep-2025 02:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
