Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",03/EESNK1BANSI/2025-26,2025_UPIDC_1078690_8,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document,04-Oct-2025 10:00 AM,13-Oct-2025 02:00 PM,04-Oct-2025 10:00 AM,13-Oct-2025 01:00 PM,NA ,NA ,04-Oct-2025 10:00 AM,13-Oct-2025 01:00 PM,24-Oct-2025 03:00 PM,"7,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,677.0,Nil,Nil,No,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,SiltScraping and jungle clearance of Dihwa Mr. From Km.0.000 to Km.8.000,SiltScraping and jungle clearance of Dihwa Mr. From Km.0.000 to Km.8.000,Please refer Tender documents. ,NA ,"3,68,000",Civil Works - Canal,NA ,Rate Contract,90.0,25.0,SIDDHARTH NAGAR,272153.0,NA ,NA ,NA ,SARYU NAHAR KHAND 1 BANSI SIDDHARTH NAGAR,No ,No,AOC,Birendra Pasean,Internal,,Birendra Paswan,24-Oct-2025 12:44 PM,24-Oct-2025 03:00 PM,techsummary_1972424.pdf (489.68 KB),Finance,As per upload,Birendra Paswan,20-Nov-2025 01:21 PM,finance_1972424.pdf,BOQ Comparative Chart,Birendra Paswan,Internal,,Birendra Paswan,06-Dec-2025 11:35 AM,finsummary_1972424.pdf (230.67 KB),Technical,As per upload,Birendra Paswan,19-Oct-2025 11:05 AM,technical_1972424.pdf,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Rapti CC Circle-2, Basti||SCD, bansi",2025_UPIDC_1078690_8,03/EESNK1BANSI/2025-26,SiltScraping and jungle clearance of Dihwa Mr. From Km.0.000 to Km.8.000,1.0,5602232.0,M/S MISHRA CONSTRUCTION,INR,"239,130.87",1,5598443,Chhatrapati Shivaji Construction,10-Oct-2025 06:21 PM,Rejected-Finance,As per Upload,06-Dec-2025 11:35 AM,11-Dec-2025,"INR 239,130.87",25.0,Birendra Paswan,22-Dec-2025 11:06 AM,dihwa_11.pdf (313.00 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5584602,INDRA FERM,09-Oct-2025 08:05 PM,Rejected-Finance,As per Upload,06-Dec-2025 11:35 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5599603,M/S JAY MAA DURGE ENTERPRISES,11-Oct-2025 02:26 PM,Rejected-Finance,As per Upload,06-Dec-2025 11:35 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5602232,M/S MISHRA CONSTRUCTION,13-Oct-2025 12:03 AM,Accepted-AOC,As per Upload,22-Dec-2025 11:06 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5599780,RAVINDRA SINGH,11-Oct-2025 04:51 PM,Rejected-Finance,As per Upload,06-Dec-2025 11:35 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5599803,santosh kumar pal,11-Oct-2025 06:26 PM,Rejected-Finance,As per Upload,06-Dec-2025 11:35 AM,,,,,,,AOC
