Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,UNDER EVALUATION,VIKAS KUMAR,30-May-2025 11:34 AM,,25-Aug-2025,"INR 2,765,075.75",60.0,VIKAS KUMAR,25-Aug-2025 12:22 PM,AOC_12.pdf (847.00 KB),AOC,Committee,Internal,Committee,VIKAS KUMAR,30-May-2025 12:04 PM,30-May-2025 04:00 PM,techsummary_1860036.pdf (443.76 KB),Yamuna Expressway Industrial Development Authority,2025_YEIDA_1028281_12,YEA/GM(PROJECT)/2025/1044 DT-09/04/2025,"Providing and laying interlocking tiles work and old road CC repair work in village -Jewar banger (majra sahab nagar),YEA (including construction of drain ) WC-06",1.0,5162563.0,DEEPTI INFRATECH,02-May-2025 03:01 PM,Rejected-Finance,L2,25-Aug-2025 12:19 PM,Finance,EVALUATION,VIKAS KUMAR,25-Aug-2025 12:13 PM,,BOQ Comparative Chart,Committee,Internal,Committee,VIKAS KUMAR,25-Aug-2025 12:19 PM,finsummary_1860036.pdf (847.43 KB),1.0,5145396.0,JAI SHRI KRISHNA CONTRACTOR AND SUPPLIER,INR,"2,765,075.75",AOC,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",16-Apr-2025 06:55 PM,06-May-2025 11:00 AM,16-Apr-2025 06:55 PM,02-May-2025 05:00 PM,NA ,NA ,16-Apr-2025 06:55 PM,02-May-2025 05:00 PM,30-May-2025 04:00 PM,"Providing and laying interlocking tiles work and old road CC repair work in village -Jewar banger (majra sahab nagar),YEA (including construction of drain ) WC-06","Providing and laying interlocking tiles work and old road CC repair work in village -Jewar banger (majra sahab nagar),YEA (including construction of drain ) WC-06",Please refer Tender documents. ,NA ,"36,87,751",Civil Works,NA ,Tender,90.0,60.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA 2nd FLOOR TENDER CELL,No ,No,1.0,SBI Bank,960.0,Nil,Nil,No,1.0,Corrigendum,Date,,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/1044 DT-09/04/2025,2025_YEIDA_1028281_12,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"74,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,5145396.0,JAI SHRI KRISHNA CONTRACTOR AND SUPPLIER,02-May-2025 03:41 PM,Accepted-AOC,L1,25-Aug-2025 12:22 PM,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3.0,5162529.0,M/s Bhanwar Singh,02-May-2025 03:05 PM,Rejected-Finance,L3,25-Aug-2025 12:19 PM,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
