Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
"Const. Of C. C Road from Ahivaran singh ki Samadhi to shri Sarthi Lal Ke Farm in village Aramsaray,Block Bewar,Mainpuri.","Const. Of C. C Road from Ahivaran singh ki Samadhi to shri Sarthi Lal Ke Farm in village Aramsaray,Block Bewar,Mainpuri.",Please refer Tender documents. ,NA ,"13,81,190",Civil Works - Roads,NA ,Tender,90.0,120.0,Mainpuri,205001.0,NA ,NA ,NA ,E.E.RED OFFICE MAINPURI,No ,No,"28,000",Yes,fixed,,Nil,Nil,766.0,Nil,Nil,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,446/EE/RED/25-26/11-06-25,2025_REDUP_1052056_3,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Online,No,No,No,01-Jul-2025 02:00 PM,11-Jul-2025 12:30 PM,01-Jul-2025 02:00 PM,11-Jul-2025 12:00 PM,NA ,NA ,01-Jul-2025 02:00 PM,11-Jul-2025 12:00 PM,16-Jul-2025 10:00 AM,Executive Engineer,E.E.RED OFFICE MAINPURI,1.0,Fee/PreQual/Technical,.pdf,Technical bid,AOC,Technical,Technical bid,Nuzahat Parveen,11-Jul-2025 02:26 PM,technical_1915187.pdf,E.E.Nuzhat Parveen,Internal,"A.E.RED,D.A.O.RED",Nuzahat Parveen,17-Jul-2025 01:13 PM,finsummary_1915187.pdf (304.04 KB),Finance,Financial bid,Nuzahat Parveen,17-Jul-2025 01:08 PM,finance_1915187.pdf,E.E.Nuzhat Parveen,Internal,"A.E.RED,D.A.O.RED",Nuzahat Parveen,11-Jul-2025 04:05 PM,16-Jul-2025 10:00 AM,techsummary_1915187.pdf (305.05 KB),01-Aug-2025,"INR 1,380,499",120.0,Nuzahat Parveen,12-Aug-2025 01:16 PM,ARAM_0001.pdf (242.00 KB),1,5313717,M/d VIPIN KUMAR,11-Jul-2025 11:27 AM,Accepted-AOC,L-1,12-Aug-2025 01:16 PM,1.0,5313717.0,M/d VIPIN KUMAR,INR,"1,380,499",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE MAINPURI,2025_REDUP_1052056_3,446/EE/RED/25-26/11-06-25,"Const. Of C. C Road from Ahivaran singh ki Samadhi to shri Sarthi Lal Ke Farm in village Aramsaray,Block Bewar,Mainpuri.",1.0,revok tender,Comparative Not Show,17-Jul-2025 12:44 PM,compp.pdf ,201.01,Financial Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial bid,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5313789,M/s SHRI GANESH CONSTRUCTION AND SUPPLIERS,11-Jul-2025 11:40 AM,Rejected-Finance,L-3,17-Jul-2025 01:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5313831,shri manoj yadav,11-Jul-2025 11:52 AM,Rejected-Finance,L-2,17-Jul-2025 01:13 PM,,,,,,,,,,,,,,,,,AOC
