S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5140148.0,MS KRISHNA ENGINEERING CORPORATION,INR,"1,205,610",U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Varanasi,2025_UPIDM_1029329_5,02/EE/MLCD/2025-26,"Repairing of barge No-01 (old barge) at Balua Pump Canal including all cost of material, (excluding M.S. Plate) labour, T and P used, Complete in all respect as per drawing provided by department. as directed by Engineer in Charge.",1,5140438,DUBEY CONSTRUCTION,23-Apr-2025 01:54 PM,Rejected-Finance,Other Bidders are found Lowest Rate,17-Jun-2025 04:34 PM,25-Aug-2025,"INR 1,205,610",180.0,Brijesh Kumar,25-Aug-2025 04:42 PM,ag08.pdf (434.00 KB),BRIJESH KUMAR,Internal,gyan chandra tiwari,Brijesh Kumar,17-Jun-2025 04:34 PM,finsummary_1861194.pdf (153.70 KB),Technical,technically admitted,Brijesh Kumar,01-May-2025 02:16 PM,,BRIJESH KUMAR,Internal,gyan chandra tiwari,Brijesh Kumar,20-May-2025 02:52 PM,20-May-2025 02:55 PM,techsummary_1861194.pdf (153.70 KB),Finance,financially admitted,Brijesh Kumar,20-May-2025 04:01 PM,,BOQ Comparative Chart,AOC,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (Tubewell) Varanasi||Executive Engineer (MLCD) Varanasi,02/EE/MLCD/2025-26,2025_UPIDM_1029329_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,17-Apr-2025 02:00 PM,24-Apr-2025 12:00 PM,17-Apr-2025 02:00 PM,23-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 02:00 PM,23-Apr-2025 05:00 PM,20-May-2025 02:55 PM,"Repairing of barge No-01 (old barge) at Balua Pump Canal including all cost of material, (excluding M.S. Plate) labour, T and P used, Complete in all respect as per drawing provided by department. as directed by Engineer in Charge.","Repairing of barge No-01 (old barge) at Balua Pump Canal including all cost of material, (excluding M.S. Plate) labour, T and P used, Complete in all respect as per drawing provided by department. as directed by Engineer in Charge.",Please refer Tender documents. ,NA ,"17,14,000",Metal Fabrication,NA ,Tender,180.0,180.0,Executive Engineer Minor lift canal division vns,221010.0,NA ,NA ,NA ,Executive Engineer Minor lift canal division vns,No ,No,Executive Engineer,EXECUTIVE ENGINEER MINOR LIFT CANAL DIVISION VARANASI,1.0,SBI Bank,"35,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENT,854.0,Nil,Nil,No,AOC
,,,,,,,,,2,5140148,MS KRISHNA ENGINEERING CORPORATION,23-Apr-2025 11:38 PM,Accepted-AOC,Found Lowest rate,25-Aug-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,FINANCIAL DOCUMENT,,,,,AOC
