Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
14-Aug-2025,"INR 3,948,420",60.0,Jitendra Bahadur Singh,30-Aug-2025 03:49 PM,aockrishi.pdf (152.00 KB),CONTRACT VALUE,1.0,5388814.0,M/S PRABHAKAR PANDEY,INR,"3,948,420",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2025_UPRNS_1058673_2,215/UPRNSS/E-T/25-26DT.11.7.25,"Furniture work in hostel building of Government Agricultural School, Chargawan, Gorakhpur.",1,5388907,M/s DEEP CONSTRUCTION,29-Jul-2025 07:15 PM,Rejected-Finance,HIGH BID QUOTED,14-Aug-2025 02:16 PM,Technical,TECHNICAL SUMMARY,Jitendra Bahadur Singh,06-Aug-2025 11:34 AM,technical_1932121.pdf,JITENDRA BAHADUR SINGH,Internal,SANJAY KUMAR VINAY KUMAR SINGH UGRASEN SINGH SUNIL SINGH CHANDEL,Jitendra Bahadur Singh,14-Aug-2025 02:16 PM,finsummary_1932121.pdf (3606.72 KB),Finance,FINANCIAL SUMMARY,Jitendra Bahadur Singh,14-Aug-2025 02:14 PM,finance_1932121.pdf,BOQ Comparative Chart,JITENDRA BAHADUR SINGH,Internal,SANJAY KUMAR VINAY KUMAR SINGH UGRASEN SINGH SUNIL SINGH CHANDEL,Jitendra Bahadur Singh,06-Aug-2025 11:36 AM,06-Aug-2025 11:40 AM,techsummary_1932121.pdf (1899.45 KB),AOC,1,FDR - Fixed Deposit,"4,720",EE UPRNSS,GORAKHPUR I,Yes,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,215/UPRNSS/E-T/25-26DT.11.7.25,2025_UPRNS_1058673_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"Furniture work in hostel building of Government Agricultural School, Chargawan, Gorakhpur.","Furniture work in hostel building of Government Agricultural School, Chargawan, Gorakhpur.",Please refer Tender documents. ,NA ,"39,50,000",Civil Works,NA ,Tender,90.0,60.0,"HIG-B-338, SIDDHARTH ENCLAVE TARAMANDAL, GORAKHPUR",273001.0,NA ,NA ,NA ,SE UPRNSS GORAKHPUR ZONE,No ,No,SE UPRNSS GORAKHPUR ZONE,"HIG-B-338, SIDDHARTH ENCLAVE TARAMANDAL, GORAKHPUR",1,Fee/PreQual/Technical,.pdf,NIT,28-Jul-2025 03:20 PM,04-Aug-2025 10:00 AM,28-Jul-2025 03:20 PM,02-Aug-2025 06:00 PM,NA ,NA ,28-Jul-2025 03:20 PM,02-Aug-2025 06:00 PM,06-Aug-2025 11:40 AM,"79,000",Yes,fixed,,EE UPRNSS,GORAKHPUR I,AOC
,,,,,,,,,,,,,,,,2,5388814,M/S PRABHAKAR PANDEY,29-Jul-2025 07:06 PM,Accepted-AOC,LOWEST BID QUTOED,30-Aug-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC
