Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,180",U.P. State warehousing corporation,Lucknow,No,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,"73,800",No,fixed,,U.P. State warehousing corporation,Lucknow,UP STATE WAREHOUSING CORPORATION,2025082448.0,2025_UPSWC_1064321_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,Repair of UPSWC Godowns at Fathepur (Prayagraj),Repair of UPSWC Godowns at Fathepur (Prayagraj),Only registered contractor with UPSWC can apply ,NA ,"36,87,208",Civil Works,Maintenance /Construction Work ,Tender,90.0,120.0,Fathepur (Prayagraj),212601.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,14-Aug-2025 02:00 PM ,Head Office UPSWC,No ,No,08-Aug-2025 06:00 PM,25-Aug-2025 10:00 AM,08-Aug-2025 06:00 PM,23-Aug-2025 06:00 PM,NA ,NA ,08-Aug-2025 06:00 PM,23-Aug-2025 06:00 PM,29-Aug-2025 02:00 PM,AOC,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Senior Account Officer, Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,08-Sep-2025 12:39 PM,finsummary_1939571.pdf (467.39 KB),Technical,Technical Bid Result,Satakshi Nandan,28-Aug-2025 12:37 PM,technical_1939571.pdf,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Senior Account Officer, Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Satakshi Nandan,28-Aug-2025 03:21 PM,29-Aug-2025 02:00 PM,techsummary_1939571.pdf (468.66 KB),Finance,Financial Bid Result,Madan Pal Singh,08-Sep-2025 12:31 PM,finance_1939571.pdf,BOQ Comparative Chart,1,5471061,09AEEFS5290J1ZJ,23-Aug-2025 09:41 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:38 PM,1.0,5475055.0,M/S A.N CONSTRUCTIONS,INR,"3,134,126.54",UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1064321_1,2025082448.0,Repair of UPSWC Godowns at Fathepur (Prayagraj),16-Sep-2025,"INR 3,134,126.54",120.0,Satakshi Nandan,29-Oct-2025 02:38 PM,fathepur.pdf (644.00 KB),Work Award,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5470353,Ananya Enterprises,21-Aug-2025 08:20 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5466244,Ankur Constructions,22-Aug-2025 05:53 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5477815,A.T.CONS.,23-Aug-2025 03:38 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5468453,BIJNOR CONSTRUCTION and SUPPLIERS,21-Aug-2025 12:05 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,5462804,JAFARGANJ CONSTRUCTION,19-Aug-2025 10:53 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,5462664,MAA DURGA CONSTRUCTION,19-Aug-2025 10:23 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,5475758,MANOHAR LAL AND COMPANY,23-Aug-2025 07:42 AM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,5475055,M/S A.N CONSTRUCTIONS,22-Aug-2025 10:45 PM,Accepted-AOC,Selected From lottery system,29-Oct-2025 02:38 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,5474499,M/S KRISHNA TRADERS,22-Aug-2025 07:42 PM,Rejected-AOC,Not Selected From lottery system,29-Oct-2025 02:38 PM,,,,,,,,,,,,,,,,,AOC
