Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
UP Rajya Vidyut Utpadan Nigam Ltd||Parichha Thermal Power Project- UPRVUNL- Jhansi,2025_RVUNL_1047302_1,T-02/BMD-I/OMC-II/BTPS/2025-26,Repairing and reconditioning of Bonnet and valve trim of various sizes of valves,1.0,5288393.0,HIND UDYOG,INR,"527,665",1,5289277,A S Enterprises,04-Jul-2025 12:14 PM,Rejected-Technical,as per pqc,01-Aug-2025 04:53 PM,18-Aug-2025,"INR 527,665",365.0,RAKESH KUMAR SINGH,20-Aug-2025 05:28 PM,LOI.pdf (432.00 KB),contract awarded to M/s Hind udyog,CE l-1,Internal,tender rejection committee,SUJEET SINGH,01-Aug-2025 04:53 PM,01-Aug-2025 04:55 PM,techsummary_1902498.pdf (1102.31 KB),Finance,M/s HIND UDYOG found l1,Ali Mehdi,01-Aug-2025 05:14 PM,finance_1902498.pdf,BOQ Comparative Chart,CE l1,Internal,PTC,Ali Mehdi,01-Aug-2025 05:19 PM,finsummary_1902498.pdf (190.24 KB),Technical,3 bidders participated,Ali Mehdi,05-Jul-2025 11:42 AM,technical_1902498.pdf,AOC,1.0,RTGS - RTGS Payment,"8,000",No,fixed,,Dy CAO CFA and BO PTPP,Parichha Jhansi,10-Jun-2025 02:00 PM,05-Jul-2025 11:00 AM,10-Jun-2025 02:00 PM,04-Jul-2025 04:00 PM,NA ,NA ,10-Jun-2025 02:00 PM,04-Jul-2025 04:00 PM,01-Aug-2025 04:55 PM,1.0,Fee/PreQual/Technical,.pdf,tender document,UP Rajya Vidyut Utpadan Nigam Ltd||Parichha Thermal Power Project- UPRVUNL- Jhansi,T-02/BMD-I/OMC-II/BTPS/2025-26,2025_RVUNL_1047302_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,590.0,Dy CAO CFA and BO PTPP,Parichha Jhansi,No,SE OMC II BTPS PTPP,Office of SE OMC II BTPS PTPP,Repairing and reconditioning of Bonnet and valve trim of various sizes of valves,Repairing and reconditioning of Bonnet and valve trim of various sizes of valves,Please refer Tender documents. ,NA ,"5,32,796",Power/Energy Projects/Products,NA ,Rate Contract,120.0,365.0,BTPS PTPP jhansi,284305.0,NA ,NA ,NA ,Office of SE OMC II BTPS PTPP,No ,No,AOC
,,,,,,,,,2,5288393,HIND UDYOG,03-Jul-2025 09:26 PM,Accepted-AOC,as per boq,20-Aug-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5288406,M/S RAHUL GUPTA AND COMPANY,03-Jul-2025 09:48 PM,Rejected-AOC,as per boq,20-Aug-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
