EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"3,800",No,fixed,,Nil,Nil,"EE, ID HATHRAS",ID HATHRAS,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||ID, hathras",01/EE/2025-26,2025_UPIDC_1076801_13,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,24-Sep-2025 09:00 AM,29-Sep-2025 03:00 PM,24-Sep-2025 09:30 AM,29-Sep-2025 11:00 AM,NA ,NA ,24-Sep-2025 10:00 AM,29-Sep-2025 11:00 AM,07-Oct-2025 09:00 AM,1,Fee/PreQual/Technical,.pdf,TENDERNOTICE,1.0,SBI Bank,Silt clearance of Dhirpura Minor from Km-0.000 To Km- 6.800,Silt clearance of Dhirpura Minor from Km-0.000 To Km- 6.800,Please refer Tender documents. ,NA ,"1,89,756",Civil Works,NA ,Tender,90.0,21.0,Hathras,204101.0,NA ,NA ,NA ,ID HATHRAS,No ,No,589.0,Nil,Nil,No,AOC,1.0,5569550.0,RAGHVENDRA SINGH,INR,"143,919",Finance,AS PER FININCIAL,Chandramauli Dwivedi,09-Oct-2025 01:05 PM,finance_1967462.pdf,BOQ Comparative Chart,CHANDRAMAULI DWIVEDI EE,External,,Chandramauli Dwivedi,09-Oct-2025 02:20 PM,finsummary_1967462.pdf (279.17 KB),1,5568895,PUSHPENDRA KUMAR CONTRACTOR,28-Sep-2025 03:59 AM,Rejected-Finance,AS PER FININCIAL,09-Oct-2025 02:20 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||ID, hathras",2025_UPIDC_1076801_13,01/EE/2025-26,Silt clearance of Dhirpura Minor from Km-0.000 To Km- 6.800,CHANDRAMAULI DWIVEDI EE,External,,Chandramauli Dwivedi,06-Oct-2025 06:17 PM,07-Oct-2025 09:00 AM,techsummary_1967462.pdf (372.41 KB),17-Oct-2025,"INR 142,919",21.0,Chandramauli Dwivedi,31-Oct-2025 11:00 AM,7.pdf (389.00 KB),Technical,AS PER TECHINICAL,Chandramauli Dwivedi,06-Oct-2025 05:39 PM,technical_1967462.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5569550,RAGHVENDRA SINGH,28-Sep-2025 07:35 PM,Accepted-AOC,AS PER AOC,31-Oct-2025 11:00 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
