S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5084542.0,M/S DEVA NURSERY AND FARMS,28-Mar-2025 03:01 PM,Rejected-Finance,L2,01-Jul-2025 12:36 PM,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1018803_1,YEA/GM(PROJECT)/2025/1020 DT-10/03/2025,Plantation of trees and shrubs and Supply of Benches and Dustbin on 7 Ponds in YEIDA Area(Part A)WC-HORTI,1.0,5081131.0,M/S GREEN GARDEN NURSERY,INR,"2,304,246.69",20-Aug-2025,"INR 2,304,246.69",820.0,VIKAS KUMAR,20-Aug-2025 12:28 PM,aoc1020_1.pdf (676.00 KB),aoc,Committe,Internal,Committe,BHARAM PAL SINGH,09-May-2025 11:02 AM,09-May-2025 12:00 PM,techsummary_1836949.pdf (8801.54 KB),Finance,EVALUATION,BHARAM PAL SINGH,30-Jun-2025 02:15 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,01-Jul-2025 12:36 PM,finsummary_1836949.pdf (853.17 KB),Technical,EVALUATION,BHARAM PAL SINGH,09-May-2025 10:57 AM,,AOC,1.0,SBI Bank,865.0,Nil,Nil,No,"55,000",No,fixed,,Nil,Nil,Plantation of trees and shrubs and Supply of Benches and Dustbin on 7 Ponds in YEIDA Area(Part A)WC-HORTI,Plantation of trees and shrubs and Supply of Benches and Dustbin on 7 Ponds in YEIDA Area(Part A)WC-HORTI,refer tender doc ,NA ,"27,48,713",Agricultural or Forestry,NA ,Tender,90.0,820.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201310.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER",18-Mar-2025 06:55 PM,01-Apr-2025 11:00 AM,18-Mar-2025 06:55 PM,28-Mar-2025 05:00 PM,NA ,NA ,18-Mar-2025 06:55 PM,28-Mar-2025 05:00 PM,09-May-2025 12:00 PM,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/1020 DT-10/03/2025,2025_YEIDA_1018803_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC
2.0,5081131.0,M/S GREEN GARDEN NURSERY,28-Mar-2025 12:13 PM,Accepted-AOC,L1,20-Aug-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,5084612.0,M/S RAVI ASSOCIATES,28-Mar-2025 04:32 PM,Rejected-Finance,L2,01-Jul-2025 12:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
