Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
08-Aug-2025,"INR 2,109,570.95",180.0,Rakesh Sikarwar,08-Aug-2025 11:44 AM,46fragr.pdf (385.00 KB),U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,2025_SCIDC_1056545_1,46/AGR/MLACANTT/25-26,Construction of C.C. Road And Drain From MMIG C10 to Harendra Tomar house at Indirapuram B Block Agra.,1.0,5351675.0,RAGHAV CONSTRUCTION,INR,"2,109,570.95",1,5351915,M/S Om Constructions,18-Jul-2025 12:05 AM,Rejected-AOC,ok,08-Aug-2025 11:44 AM,Finance,Rate of M/S RAGHAV CONSTRUCTION is Accepted.,Rakesh Sikarwar,07-Aug-2025 02:58 PM,finance_1922595.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Rakesh Sikarwar,31-Jul-2025 03:42 PM,31-Jul-2025 03:45 PM,techsummary_1922595.pdf (463.30 KB),Technical,All bids are ok,Rakesh Sikarwar,31-Jul-2025 03:05 PM,,Shri R.K. Sikarwar,Internal,,Rakesh Sikarwar,07-Aug-2025 05:03 PM,finsummary_1922595.pdf (384.87 KB),AOC,Executive Engineer,"Ex. En. Office H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra, Agra.","1,652",UPSCIDC,Agra,No,Construction of C.C. Road And Drain From MMIG C10 to Harendra Tomar house at Indirapuram B Block Agra.,Construction of C.C. Road And Drain From MMIG C10 to Harendra Tomar house at Indirapuram B Block Agra.,Please refer Tender documents. ,NA ,"21,10,000",Civil Works,NA ,Tender,180.0,180.0,SIKANDRA,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,1.0,RTGS - RTGS Payment,1,Fee/PreQual/Technical,.pdf,NIT,"42,000",No,fixed,,UPSCIDC,Agra,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,46/AGR/MLACANTT/25-26,2025_SCIDC_1056545_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,11-Jul-2025 05:00 PM,18-Jul-2025 01:00 PM,11-Jul-2025 05:00 PM,18-Jul-2025 12:00 PM,NA ,NA ,11-Jul-2025 05:00 PM,18-Jul-2025 12:00 PM,31-Jul-2025 03:45 PM,AOC
,,,,,,,,,,,,,,,2,5351675,RAGHAV CONSTRUCTION,17-Jul-2025 09:48 PM,Accepted-AOC,ok,08-Aug-2025 11:44 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
