EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"2,54,800",No,fixed,,Nil,Nil,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/1044 DT-09/04/2025,2025_YEIDA_1028281_35,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"2,455",Nil,Nil,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,SBI Bank,22-Apr-2025 06:55 PM,05-May-2025 11:00 AM,22-Apr-2025 06:55 PM,01-May-2025 05:00 PM,NA ,NA ,22-Apr-2025 06:55 PM,01-May-2025 05:00 PM,25-Jun-2025 11:00 AM,"Construction of road primary school to bankhandee ashram and hariram home to satyapal singh, home naresh,home interlocking tiles work in village -Dyorar,YEA(including construction of drain).yea. WC-06","Construction of road primary school to bankhandee ashram and hariram home to satyapal singh, home naresh,home interlocking tiles work in village -Dyorar,YEA(including construction of drain).yea. WC-06",Please refer Tender documents. ,NA ,"1,27,27,421",Civil Works,NA ,Tender,90.0,180.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA 2nd FLOOR TENDER CELL,No ,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",AOC,Finance,UNDER EVALUATION,NITENDRA KUMAR ADARSH,01-Jul-2025 05:02 PM,,BOQ Comparative Chart,Committee,Internal,Committee,NITENDRA KUMAR ADARSH,01-Jul-2025 05:07 PM,finsummary_1865431.pdf (1187.47 KB),1.0,5158771.0,tryambak construction,INR,"9,765,750.32",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1028281_35,YEA/GM(PROJECT)/2025/1044 DT-09/04/2025,"Construction of road primary school to bankhandee ashram and hariram home to satyapal singh, home naresh,home interlocking tiles work in village -Dyorar,YEA(including construction of drain).yea. WC-06",1,5159891,M/s Bhanwar Singh,01-May-2025 02:17 PM,Rejected-Finance,L5,01-Jul-2025 05:07 PM,Committee,Internal,Committee,NITENDRA KUMAR ADARSH,24-Jun-2025 03:36 PM,25-Jun-2025 11:00 AM,techsummary_1865431.pdf (569.19 KB),01-Jul-2025,"INR 9,765,750.32",180.0,VIKAS KUMAR,26-Aug-2025 01:09 PM,aoc1044_35.pdf (740.00 KB),AOC,Technical,UNDER EVALUATION,VIKAS KUMAR,23-Jun-2025 11:12 AM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",AOC,,,,,,,,,,,,,,,,,,,,,,2,5154669,M/s R J P CONSTRUCTION,01-May-2025 11:53 AM,Rejected-Finance,L4,01-Jul-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,AOC,,,,,,,,,,,,,,,,,,,,,,3,5159760,SHRI HARI BUILDERS,01-May-2025 04:13 PM,Rejected-Finance,L3,01-Jul-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,AOC,,,,,,,,,,,,,,,,,,,,,,4,5160265,SHUBHAM BUILDERS,01-May-2025 04:37 PM,Rejected-Finance,L2,01-Jul-2025 05:07 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,AOC,,,,,,,,,,,,,,,,,,,,,,5,5158771,tryambak construction,30-Apr-2025 09:39 PM,Accepted-AOC,L1,26-Aug-2025 01:10 PM,,,,,,,,,,,,,,,,,,,,AOC
