Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,767",Nil,Nil,No,27-Mar-2025 06:55 PM,11-Apr-2025 11:00 AM,27-Mar-2025 06:55 PM,09-Apr-2025 05:00 PM,NA ,NA ,27-Mar-2025 06:55 PM,09-Apr-2025 05:00 PM,09-May-2025 04:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/1027 DT-20/03/2025,2025_YEIDA_1022885_4,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"1,18,000",No,fixed,,Nil,Nil,"Providing and laying/Relaying interlocking tiles brick and RCC drain in village chanchali,YEIDA WC-06","Providing and laying/Relaying interlocking tiles brick and RCC drain in village chanchali,YEIDA WC-06",Please refer Tender documents. ,NA ,"58,63,231",Civil Works,NA ,Tender,90.0,270.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA 2nd FLOOR TENDER CELL,No ,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,AOC,Committee,Internal,Committee,VIKAS KUMAR,09-May-2025 01:18 PM,09-May-2025 04:00 PM,techsummary_1846222.pdf (480.48 KB),Finance,UNDER EVALUATION,BHARAM PAL SINGH,23-May-2025 04:33 PM,,BOQ Comparative Chart,Committee,Internal,Committee,BHARAM PAL SINGH,23-May-2025 04:35 PM,finsummary_1846222.pdf (1295.80 KB),Technical,EVALUATION,VIKAS KUMAR,09-May-2025 01:17 PM,,1.0,5109596.0,KP CONST. CO.,09-Apr-2025 01:13 PM,Rejected-Finance,L3,23-May-2025 04:35 PM,1.0,5111424.0,M/S ANUSHKA CONSTRUCTION,INR,"3,791,752.12",Yamuna Expressway Industrial Development Authority,2025_YEIDA_1022885_4,YEA/GM(PROJECT)/2025/1027 DT-20/03/2025,"Providing and laying/Relaying interlocking tiles brick and RCC drain in village chanchali,YEIDA WC-06",23-May-2025,"INR 3,791,752.12",270.0,VIKAS KUMAR,19-Aug-2025 12:08 PM,AOC1027_4.pdf (664.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5111424.0,M/S ANUSHKA CONSTRUCTION,09-Apr-2025 03:25 PM,Accepted-AOC,L1,19-Aug-2025 12:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5110088.0,M/S A S ASSOCIATES,08-Apr-2025 07:40 PM,Rejected-Finance,L2,23-May-2025 04:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
