EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"41,000",Yes,fixed,,Nil,Nil,1.0,DATE,Date,,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERIN","OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",VIKAS KHAND SALEMPUR GRAMSABHA CHAK BACHHAUR ME MUKHYA MARG SE PRATHAMIK VIDHYALAY TAK CC ROAD NIRMAN KARYA,VIKAS KHAND SALEMPUR GRAMSABHA CHAK BACHHAUR ME MUKHYA MARG SE PRATHAMIK VIDHYALAY TAK CC ROAD NIRMAN KARYA,Please Refer Tender Document ,NA ,"20,40,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,"2,354",Nil,Nil,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,310/RED DEORIA/E-TENDER/2025-26. DATED 27.05.2025,2025_REDUP_1051330_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,24-Jun-2025 10:00 AM,04-Jul-2025 02:30 PM,24-Jun-2025 10:00 AM,03-Jul-2025 12:00 PM,NA ,NA ,24-Jun-2025 10:00 AM,03-Jul-2025 12:00 PM,07-Jul-2025 12:00 PM,AOC,Finance,Financial Bid Open,Surya Prakash,07-Jul-2025 01:09 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,,Surya Prakash,07-Jul-2025 11:00 AM,07-Jul-2025 12:00 PM,techsummary_1911033.pdf (810.40 KB),Technical,Technical Bid Open,Surya Prakash,04-Jul-2025 05:34 PM,,Er. Surya Prakash,Internal,,Surya Prakash,30-Aug-2025 11:54 AM,finsummary_1911033.pdf (1153.01 KB),30-Aug-2025,"INR 1,728,018.76",120.0,Surya Prakash,30-Aug-2025 11:56 AM,61.pdf (1153.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2025_REDUP_1051330_9,310/RED DEORIA/E-TENDER/2025-26. DATED 27.05.2025,VIKAS KHAND SALEMPUR GRAMSABHA CHAK BACHHAUR ME MUKHYA MARG SE PRATHAMIK VIDHYALAY TAK CC ROAD NIRMAN KARYA,1.0,5276474.0,SANTOSH KUMAR CONSTRUCTION,INR,"1,728,018.76",1,5276482,M/S FBS CONSTRUCTION,28-Jun-2025 01:47 AM,Rejected-Finance,Highest Rate,30-Aug-2025 11:54 AM,AOC
,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5276474,SANTOSH KUMAR CONSTRUCTION,28-Jun-2025 01:36 AM,Accepted-AOC,Lowest Rate,30-Aug-2025 11:56 AM,AOC
