Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
14-Jul-2025,"INR 643,978.83",180.0,Rakesh Sikarwar,13-Aug-2025 05:27 PM,13fmain.pdf (1442.00 KB),U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,2025_SCIDC_1050582_2,13/MLA/MAINPURI/25-26,"Construction of Stainless Steel Yatri Shed Fabricated 8.00mx4.00m at vill. Nagla Gusai, Mainpuri.",1.0,5290608.0,M/s Madhau Singh Contractor,INR,"643,978.83",1,5289974,m/s kamal mishra,04-Jul-2025 05:37 PM,Rejected-AOC,OK,13-Aug-2025 05:28 PM,Finance,Rate of M/s Madhau Singh Contractor is accepted.,Rakesh Sikarwar,14-Jul-2025 11:55 AM,finance_1915382.pdf,BOQ Comparative Chart,Shri R.K. Sikarwar,Internal,,Rakesh Sikarwar,09-Jul-2025 11:20 AM,09-Jul-2025 11:25 AM,techsummary_1915382.pdf (1196.87 KB),Technical,All bids are ok.,Rakesh Sikarwar,09-Jul-2025 11:13 AM,technical_1915382.pdf,Shri R.K. Sikarwar,Internal,,Rakesh Sikarwar,14-Jul-2025 01:30 PM,finsummary_1915382.pdf (1441.82 KB),AOC,"Construction of Stainless Steel Yatri Shed Fabricated 8.00mx4.00m at vill. Nagla Gusai, Mainpuri.","Construction of Stainless Steel Yatri Shed Fabricated 8.00mx4.00m at vill. Nagla Gusai, Mainpuri.",Please refer Tender documents. ,NA ,"6,44,000",Civil Works,NA ,Tender,180.0,180.0,sikandra agra,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,"13,000",No,fixed,,UPSCIDCO,MAINPURI,01-Jul-2025 03:30 PM,07-Jul-2025 12:00 PM,01-Jul-2025 03:30 PM,07-Jul-2025 12:00 PM,NA ,NA ,01-Jul-2025 03:30 PM,07-Jul-2025 12:00 PM,09-Jul-2025 11:25 AM,Executive engineer,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra agra",1.0,RTGS - RTGS Payment,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,13/MLA/MAINPURI/25-26,2025_SCIDC_1050582_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,NIT,826.0,UPSCIDCO,MAINPURI,No,AOC
,,,,,,,,,,,,,,,2,5290608,M/s Madhau Singh Contractor,05-Jul-2025 09:13 AM,Accepted-AOC,OK,13-Aug-2025 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC
