Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Betwa Project, Jhansi||Irrigation Contruction Circle, Jhansi||Irrigation Contruction Division-5, Jhansi",2025_UPIDC_1077419_3,01/EE/2025-26,Bed and Berm scrapping and Jungle Clearance work of Chadraudhwari Main Canal From KM. 0.000 to 2.200 at Pathrai Dam,1.0,5581398.0,GIRIRAJ CONSTRUCTION,INR,"75,443",1,5579706,ANUSKA ASSOCIATE,04-Oct-2025 11:32 AM,Rejected-Finance,NOT BEING LOWEST,28-Oct-2025 05:39 PM,28-Oct-2025,"INR 104,684",25.0,Nitin Kumar,28-Oct-2025 05:41 PM,F3.pdf (184.00 KB),AOC,EE NITIN KUMAR,Internal,EE NITIN KUMAR EE AJAI KUMAR,Nitin Kumar,06-Oct-2025 12:56 PM,08-Oct-2025 01:00 PM,techsummary_1969016.pdf (262.73 KB),Finance,Result,Nitin Kumar,08-Oct-2025 01:33 PM,finance_1969016.pdf,BOQ Comparative Chart,EE NITIN KUMAR,Internal,EE NITIN KUMAR EE AJAI KUMAR DAO B S DOHARE,Nitin Kumar,28-Oct-2025 05:39 PM,finsummary_1969016.pdf (183.51 KB),Technical,All Bids are admitted,Nitin Kumar,04-Oct-2025 05:38 PM,technical_1969016.pdf,AOC,"3,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,589.0,Nil,Nil,No,Bed and Berm scrapping and Jungle Clearance work of Chadraudhwari Main Canal From KM. 0.000 to 2.200 at Pathrai Dam,Bed and Berm scrapping and Jungle Clearance work of Chadraudhwari Main Canal From KM. 0.000 to 2.200 at Pathrai Dam,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,25.0,Pathrai Dam Jhansi,284205.0,NA ,NA ,NA ,Jhansi,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Betwa Project, Jhansi||Irrigation Contruction Circle, Jhansi||Irrigation Contruction Division-5, Jhansi",01/EE/2025-26,2025_UPIDC_1077419_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,26-Sep-2025 10:00 AM,04-Oct-2025 04:00 PM,26-Sep-2025 10:00 AM,04-Oct-2025 01:00 PM,NA ,NA ,26-Sep-2025 10:00 AM,04-Oct-2025 01:00 PM,08-Oct-2025 01:00 PM,Executive Engineer,"Office of The Executive Engineer, Irrigation construction Division 5 Jhansi",AOC
,,,,,,,,,2,5581398,GIRIRAJ CONSTRUCTION,04-Oct-2025 12:13 PM,Accepted-AOC,AOC,28-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5580017,M/S NANHI BAI ENTERPRISES,03-Oct-2025 05:04 PM,Rejected-Finance,NOT BEING LOWEST,28-Oct-2025 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5580102,Ramji Construction,03-Oct-2025 06:19 PM,Rejected-Finance,NOT BEING LOWEST,28-Oct-2025 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
