Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Repairing and Painting Work of Swimming Pool at Kailash Prakash Sports Stadium, Meerut","Repairing and Painting Work of Swimming Pool at Kailash Prakash Sports Stadium, Meerut",Please refer Tender documents. ,NA ,"1,23,13,051",Civil Works,NA ,Tender,365.0,365.0,MEERUT,250004.0,NA ,NA ,NA ,MEERUT,No ,No,1.0,Fee/PreQual/Technical,.pdf,FEE AND EMD,10-Jul-2025 06:30 PM,15-Jul-2025 06:30 PM,10-Jul-2025 06:30 PM,15-Jul-2025 06:30 PM,NA ,NA ,10-Jul-2025 06:30 PM,15-Jul-2025 06:30 PM,26-Jul-2025 11:35 AM,"3,540",EE UPSCIDCO,MEERUT,Yes,1.0,RTGS - RTGS Payment,"2,46,300",Yes,fixed,,EE UPSCIDCO,MEERUT,EXECUTIVE ENGINEER,MEERUT,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Ghaziabad,327/EE/MRT/TENDER/25-26 DT 02.07.25,2025_SCIDC_1054108_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,Finance,comparativechart,Mahendra Singh,02-Aug-2025 04:55 PM,finance_1921876.pdf,BOQ Comparative Chart,MAHENDRA SINGH EE,Internal,"ARUN KUMAR EE HAPUR, MOOLCHANDRA AAO",Mahendra Singh,26-Jul-2025 11:33 AM,26-Jul-2025 11:35 AM,techsummary_1921876.pdf (143.54 KB),Technical,TECHNICAL QUALIFICATION,Mahendra Singh,26-Jul-2025 11:30 AM,technical_1921876.pdf,MAHENDRA SINGH EE,Internal,"ARUN KUMAR EE HAPUR, MOOLCHANDRA AAO",Mahendra Singh,02-Aug-2025 04:57 PM,finsummary_1921876.pdf (138.41 KB),02-Aug-2025,"INR 12,186,226.62",365.0,Mahendra Singh,02-Aug-2025 04:59 PM,AOC.pdf (300.00 KB),AOC,1.0,5331349.0,Balaji Associates,15-Jul-2025 11:33 AM,Accepted-AOC,QUALIFIED,02-Aug-2025 05:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Ghaziabad,2025_SCIDC_1054108_2,327/EE/MRT/TENDER/25-26 DT 02.07.25,"Repairing and Painting Work of Swimming Pool at Kailash Prakash Sports Stadium, Meerut",1.0,5331349.0,Balaji Associates,INR,"12,186,226.62",AOC
,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5327807.0,DIXIT CONSTRUCTIONS PRIVATE LIMITED,15-Jul-2025 01:46 PM,Rejected-Finance,NOT QUALIFIED,02-Aug-2025 04:57 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5332400.0,M/s Balwant Singh,15-Jul-2025 02:20 PM,Not Admitted-Fee/PreQual/Technical,Others-Tender Fee required not Received,26-Jul-2025 11:30 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
