Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Fee/EMD/Technical,19-Jul-2025 03:00 PM,26-Jul-2025 03:00 PM,19-Jul-2025 03:00 PM,26-Jul-2025 12:00 PM,19-Jul-2025 03:00 PM ,26-Jul-2025 12:00 PM ,19-Jul-2025 03:00 PM,26-Jul-2025 12:00 PM,29-Jul-2025 11:00 AM,Assistant Engineer IV,LDSC Lucknow,"Painting and tiles work in Room no- 109 at First floor of Sinchai Vikas Bhawan Canal Colony Cant Road, Lucknow. (Lot No.20)","Painting and tiles work in Room no- 109 at First floor of Sinchai Vikas Bhawan Canal Colony Cant Road, Lucknow. (Lot No.20)",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Vikash Bhawan Canal Colony Lucknow,226001.0,NA ,NA ,NA ,canal Colony,No ,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",01/AEIV/2025-26,2025_UPIDC_1046287_54,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"3,380",No,fixed,,Nil,Nil,590.0,Nil,Nil,No,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||Lucknow Division Sharda Canal Lucknow",2025_UPIDC_1046287_54,01/AEIV/2025-26,"Painting and tiles work in Room no- 109 at First floor of Sinchai Vikas Bhawan Canal Colony Cant Road, Lucknow. (Lot No.20)",1,5369781,M/S OM CONSTRUCTION,24-Jul-2025 03:27 PM,Rejected-AOC,L2,21-Oct-2025 04:26 PM,D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,29-Jul-2025 02:51 PM,finsummary_1927149.pdf (914.43 KB),Finance,boq Summary,deena nath maurya,29-Jul-2025 02:48 PM,finance_1927149.pdf,BOQ Comparative Chart,1.0,5369771.0,UNIVERSAL ENTERPRISES,INR,"160,820.91",D N Murya AEIV,Internal,D K Singh AEV,deena nath maurya,28-Jul-2025 01:27 PM,29-Jul-2025 11:00 AM,techsummary_1927149.pdf (914.43 KB),Technical,Summary,deena nath maurya,28-Jul-2025 01:08 PM,technical_1927149.pdf,02-Aug-2025,"INR 160,820.91",30.0,deena nath maurya,21-Oct-2025 04:26 PM,agno63.pdf (455.00 KB),AOC,AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5369771,UNIVERSAL ENTERPRISES,24-Jul-2025 03:10 PM,Accepted-AOC,L1,21-Oct-2025 04:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
