Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EERED BASTI,O/O EERED BASTI,1,Fee/PreQual/Technical,.pdf,technical,12-Jul-2025 12:00 PM,18-Jul-2025 12:30 PM,12-Jul-2025 12:00 PM,18-Jul-2025 12:00 PM,12-Jul-2025 12:00 PM ,18-Jul-2025 12:00 PM ,12-Jul-2025 12:00 PM,18-Jul-2025 12:00 PM,28-Jul-2025 12:00 PM,"26,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,3703/RED/VN-Harriya/2024-25 Dt. 06.03.25,2025_REDUP_1056632_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,1.0,SBI Bank,Vikas Khand Vikramjote ke garm panchyat tikariya mein kali mata mandir ke nikat yatri vishrm sthal ka nirman karya,Vikas Khand Vikramjote ke garm panchyat tikariya mein kali mata mandir ke nikat yatri vishrm sthal ka nirman karya,as per sbd ,NA ,"12,98,000",Civil Works,NA ,Tender,90.0,90.0,WORKS,272001.0,NA ,NA ,NA ,O/O EERED BASTI,No ,No,AOC,ER ANKUR VERMA,Internal,ee,Ankur Verma,29-Jul-2025 12:43 PM,finsummary_1922787.pdf (22.02 KB),Technical,c,Ankur Verma,18-Jul-2025 03:31 PM,,ER ANKUR VERMA,Internal,ee,Ankur Verma,25-Jul-2025 12:25 PM,28-Jul-2025 12:00 PM,techsummary_1922787.pdf (3703.69 KB),Finance,c,Ankur Verma,29-Jul-2025 12:21 PM,,BOQ Comparative Chart,1,5350557,SHIVA SINGH CONSTRUCTION,17-Jul-2025 11:32 PM,Rejected-Finance,r,29-Jul-2025 12:43 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2025_REDUP_1056632_4,3703/RED/VN-Harriya/2024-25 Dt. 06.03.25,Vikas Khand Vikramjote ke garm panchyat tikariya mein kali mata mandir ke nikat yatri vishrm sthal ka nirman karya,1.0,5351646.0,yaduraj singh,INR,"1,298,221.24",11-Aug-2025,"INR 1,298,221.24",90.0,Ankur Verma,11-Aug-2025 04:31 PM,4.pdf (22.00 KB),a,AOC
,,2,Finance,.xls,finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5351646,yaduraj singh,17-Jul-2025 10:34 PM,Accepted-AOC,a,11-Aug-2025 04:31 PM,,,,,,,,,,,,,,,,,AOC
