Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,NIT,"Proposed Tissue Culture raised plantlets facility at Acharya Narendra Dev University of Agriculture and Technology, Kumarganj, Ayodhya","Proposed Tissue Culture raised plantlets facility at Acharya Narendra Dev University of Agriculture and Technology, Kumarganj, Ayodhya",As per bid documents ,NA ,"1,31,81,000",Civil Works - Buildings,N/A ,Tender,90.0,180.0,Ayodhya,224229.0,NA ,NA ,NA ,Office of the General Manager Zone-3 UPPCL Lucknow,No ,No,General Manager Zone-3 UPPCL Lucknow,Office of the General Manager Zone-3 UPPCL Lucknow,"17,700",Nil,Nil,No,1.0,SBI Bank,18-Sep-2025 10:00 AM,25-Sep-2025 04:00 PM,18-Sep-2025 10:00 AM,25-Sep-2025 03:00 PM,NA ,NA ,18-Sep-2025 10:00 AM,25-Sep-2025 03:00 PM,03-Oct-2025 01:15 PM,"2,64,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,27/GM-3/UPPCL/2025-26 DATED-10.09.2025,2025_UPPRC_1074311_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,16-Oct-2025 11:48 AM,finsummary_1961712.pdf (3651.89 KB),Technical,Attached,RAKESH VERMA,03-Oct-2025 01:04 PM,technical_1961712.pdf,"General Manager,Zone-3",Internal,"Acctt Unit-11, P.M. Unit-11, G.M. Zone-7",ANIL KUMAR SINGH,03-Oct-2025 01:11 PM,03-Oct-2025 01:15 PM,techsummary_1961712.pdf (1438.21 KB),Finance,Attached,RAKESH VERMA,03-Oct-2025 01:22 PM,,BOQ Comparative Chart,1,5561003,Beena Construction,25-Sep-2025 01:31 PM,Rejected-Finance,L2,16-Oct-2025 11:48 AM,1.0,5554215.0,MAA SHARDA CONSTRUCTION,INR,"13,080,656.422",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,2025_UPPRC_1074311_1,27/GM-3/UPPCL/2025-26 DATED-10.09.2025,"Proposed Tissue Culture raised plantlets facility at Acharya Narendra Dev University of Agriculture and Technology, Kumarganj, Ayodhya",16-Oct-2025,"INR 13,080,656.422",180.0,ANIL KUMAR SINGH,16-Oct-2025 11:52 AM,Ag_Tissue_4.pdf (701.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5554215,MAA SHARDA CONSTRUCTION,25-Sep-2025 11:23 AM,Accepted-AOC,L1,16-Oct-2025 11:52 AM,,,,,,,,,,,,,,,,AOC
