Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Barrage Mechanical Maintenance Div Varanasi,2025_UPIDM_1023872_1,TD_29/EEBMMDVNS/2024_25,Demobilization (Transportation) of Hired Dredger (D4) having capacity 250 m3/hour (solid) with Suitable Multipurpose Boat and all other accessorries.,1.0,5097627.0,Cleantec Infra Pvt Ltd,INR,"1,340,000",1,5097627,Cleantec Infra Pvt Ltd,03-Apr-2025 04:28 PM,Accepted-AOC,LOWER RATE,15-Oct-2025 05:07 PM,15-Oct-2025,"INR 1,340,000",10.0,Sujeet Kumar Singh,15-Oct-2025 05:07 PM,AOC_29.pdf (881.00 KB),SUJEET KUMAR SINGH,Internal,,Sujeet Kumar Singh,15-Oct-2025 05:04 PM,finsummary_1848856.pdf (223.80 KB),Technical,Technical Part A opened,Sujeet Kumar Singh,16-Apr-2025 12:01 PM,technical_1848856.pdf,SUJEET KUMAR SINGH,Internal,,Sujeet Kumar Singh,16-Apr-2025 12:04 PM,16-Apr-2025 12:15 PM,techsummary_1848856.pdf (216.10 KB),Finance,All 2 No. Financial bids are opened by tender opening committee.,Kanhya Prasad,19-Jun-2025 04:10 PM,,BOQ Comparative Chart,AOC,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Barrage Mechanical Maintenance Div Varanasi,TD_29/EEBMMDVNS/2024_25,2025_UPIDM_1023872_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,Office Of Executive Engineer Barrage Mechanical Maintenance Division Ashapur Sarnath Varanasi. 221007,01-Apr-2025 09:00 AM,08-Apr-2025 02:00 PM,01-Apr-2025 09:00 AM,07-Apr-2025 02:00 PM,NA ,NA ,01-Apr-2025 09:00 AM,07-Apr-2025 02:00 PM,16-Apr-2025 12:15 PM,590.0,Nil,Nil,No,"28,000",No,fixed,,Nil,Nil,Demobilization (Transportation) of Hired Dredger (D4) having capacity 250 m3/hour (solid) with Suitable Multipurpose Boat and all other accessorries.,Demobilization (Transportation) of Hired Dredger (D4) having capacity 250 m3/hour (solid) with Suitable Multipurpose Boat and all other accessorries.,Please refer Tender documents. ,NA ,"13,59,000",Miscellaneous Works,NA ,Tender,120.0,90.0,PRAYAGRAJ,211001.0,NA ,NA ,NA ,VARANASI,No ,No,AOC
,,,,,,,,,2,5104458,M/S SINGH ENGINEERING WORKS,05-Apr-2025 05:38 PM,Rejected-Technical,Reject,16-Apr-2025 12:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5104489,M/S S S ENTERPRISES,05-Apr-2025 05:52 PM,Rejected-Finance,HIGHER RATE,15-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
