Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Works Manager,Works Manager Irrigation Workshop Division Jhansi,590.0,Nil,Nil,No,1.0,SBI Bank,"66,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"Dismantling of Old Side Guide Channel and Fabrication, Erection of new side guide Chanel at site for Okhala Barrage, Gate","Dismantling of Old Side Guide Channel and Fabrication, Erection of new side guide Chanel at site for Okhala Barrage, Gate",Please refer Tender documents. ,NA ,,Miscellaneous Works,NA ,Tender,90.0,180.0,Delhi,110076.0,NA ,NA ,NA ,Jhansi,No ,No,29-May-2026 05:02 PM,07-Oct-2025 11:00 AM,29-Sep-2025 10:00 AM,06-Oct-2025 05:00 PM,NA ,NA ,29-Sep-2025 10:00 AM,06-Oct-2025 05:00 PM,07-Oct-2025 04:00 PM,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Jhansi,03/WM/IWDJ/2025-2026,2025_UPIDM_1078113_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Vikash Agarwal,Internal,,VIKASH AGARWAL,07-Oct-2025 01:44 PM,07-Oct-2025 04:00 PM,techsummary_1970614.pdf (366.26 KB),Finance,S k Engineering Works Lucknow has Lowest Rate among all the three Bid Received,VIKASH AGARWAL,08-Oct-2025 03:16 PM,finance_1970614.pdf,BOQ Comparative Chart,Vikash Agarwal,Internal,,VIKASH AGARWAL,08-Oct-2025 03:32 PM,finsummary_1970614.pdf (366.26 KB),Technical,Three Firms participated in Tender.,VIKASH AGARWAL,07-Oct-2025 01:34 PM,technical_1970614.pdf,1,5584690,M/S S S ENTERPRISES,05-Oct-2025 06:36 PM,Rejected-Finance,Higher to L1,08-Oct-2025 03:32 PM,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||W M Irrigation Workshop Division - Jhansi,2025_UPIDM_1078113_1,03/WM/IWDJ/2025-2026,"Dismantling of Old Side Guide Channel and Fabrication, Erection of new side guide Chanel at site for Okhala Barrage, Gate",1.0,5585743.0,S K ENGINEERING WORKS,INR,"3,124,000",14-Oct-2025,"INR 3,124,000",180.0,VIKASH AGARWAL,24-Oct-2025 09:17 AM,aocLOT01.pdf (113.00 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5585743,S K ENGINEERING WORKS,05-Oct-2025 11:45 PM,Accepted-AOC,lowest rate,24-Oct-2025 09:17 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5585036,swastik traders,06-Oct-2025 10:30 AM,Rejected-Finance,Higher to L1,08-Oct-2025 03:32 PM,,,,,,,,,,,,,,,,AOC
