EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"27,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",02/EE/Lower Mat/2025-26,2025_UPIDC_1074547_12,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TenderDocument,1.0,SBI Bank,Lot 12,Internal Clearance of Mursan Dy From Km 0.000 to 27.000 For the Year 2025-26 (Rabi-1433F),Please refer Tender documents. ,NA ,"13,34,000",Civil Works - Canal,NA ,Tender,90.0,20.0,"L.M.B.D.G.C., Mathura",281001.0,NA ,NA ,NA ,"L.M.B.D.G.C., Mathura",No ,No,Executive Engineer,"L.M.B.D.G.C., Mathura",24-Sep-2025 09:00 AM,29-Sep-2025 12:00 PM,24-Sep-2025 09:00 AM,29-Sep-2025 11:00 AM,NA ,NA ,24-Sep-2025 09:00 AM,29-Sep-2025 11:00 AM,04-Oct-2025 09:00 AM,766.0,Nil,Nil,No,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",2025_UPIDC_1074547_12,02/EE/Lower Mat/2025-26,Lot 12,1,5570520,Deepak Earthmovers,28-Sep-2025 10:01 PM,Rejected-Finance,L3,13-Oct-2025 10:22 PM,1.0,5568937.0,M/s CHANDRA PAL SINGH,INR,"968,893",Finance,BOQ,Umesh Kumar,04-Oct-2025 03:56 PM,,BOQ Comparative Chart,Umesh Kumar,Internal,,Umesh Kumar,13-Oct-2025 10:22 PM,finsummary_1962191.pdf (22.91 KB),Technical,Report,Umesh Kumar,03-Oct-2025 10:27 PM,,13-Oct-2025,"INR 968,893",20.0,Umesh Kumar,28-Oct-2025 04:56 PM,12.pdf (624.00 KB),AOC,Umesh Kumar,Internal,,Umesh Kumar,03-Oct-2025 10:29 PM,04-Oct-2025 09:00 AM,techsummary_1962191.pdf (50.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5568937,M/s CHANDRA PAL SINGH,28-Sep-2025 09:52 AM,Accepted-AOC,AOC,28-Oct-2025 04:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5569001,M/S CHANDRAPAL SINGH,29-Sep-2025 09:57 AM,Rejected-Technical,As Per Report,03-Oct-2025 10:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,5569547,M/S KARTAR SINGH,28-Sep-2025 02:50 PM,Rejected-Finance,L4,13-Oct-2025 10:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,5568958,M/S YAMUNA EARTH MOVERS,29-Sep-2025 06:32 AM,Rejected-Finance,L2,13-Oct-2025 10:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
