Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
13-Aug-2025 09:00 AM,22-Aug-2025 03:00 PM,13-Aug-2025 09:00 AM,22-Aug-2025 12:00 PM,NA ,NA ,13-Aug-2025 09:00 AM,22-Aug-2025 12:00 PM,03-Sep-2025 11:00 AM,Construction of B.O.E. SOLING,Construction of B.O.E. SOLING,Please refer Tender documents. ,NA ,"17,50,000",Civil Works,NA ,Tender,90.0,90.0,U.M.B.C.D.G.C. Khurja,203131.0,NA ,NA ,NA ,U.M.B.C.D.G.C. Khurja,No ,No,"35,000",No,fixed,,Nil,Nil,Executive Engineer,U.M.B.C.D.G.C. Khurja,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||UMBGC, khurja",08/E.E./2025-26,2025_UPIDC_1065054_26,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"1,029",Nil,Nil,No,AOC,1.0,5461538.0,M/S FAIR CONSTRUCTION,INR,"1,234,660",Finance,FINANCIAL REPORT,NEERAJ TYAGI,03-Sep-2025 02:14 PM,,BOQ Comparative Chart,Neeraj kumar tyagi,Internal,NEERAJ KUMAR TYAGI UMESH KUMAR,NEERAJ TYAGI,09-Sep-2025 08:42 AM,finsummary_1941706.pdf (25.54 KB),1,5466105,MITTAL BROTHERS,22-Aug-2025 04:18 AM,Rejected-Finance,3,09-Sep-2025 08:42 AM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||UMBGC, khurja",2025_UPIDC_1065054_26,08/E.E./2025-26,Construction of B.O.E. SOLING,Neeraj kumar tyagi,Internal,Neeraj kumar tyagi umesh kumar,NEERAJ TYAGI,31-Aug-2025 09:08 PM,03-Sep-2025 11:00 AM,techsummary_1941706.pdf (823.41 KB),06-Oct-2025,"INR 1,234,660",90.0,NEERAJ TYAGI,18-Oct-2025 04:20 PM,d42.pdf (917.00 KB),date of start 06.10.2025,Technical,Technical report,NEERAJ TYAGI,30-Aug-2025 10:07 PM,technical_1941706.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Drawing 1,,,,,AOC,,,,,,,,,,,,,,,,,,2,5465271,M/S BHASKAR SHARMA CONTRACTOR,20-Aug-2025 01:59 PM,Rejected-Finance,11,09-Sep-2025 08:42 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,3,5461538,M/S FAIR CONSTRUCTION,21-Aug-2025 11:04 AM,Accepted-AOC,Accept,18-Oct-2025 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,5468530,M/S RINKU CONTRACTOR,22-Aug-2025 09:18 AM,Rejected-Finance,7,09-Sep-2025 08:42 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,5470126,M/S SHRI BALAJI DEVELOPERS,22-Aug-2025 10:33 AM,Rejected-Finance,6,09-Sep-2025 08:42 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,5472470,M/S VS CONSTRUCTIONS,22-Aug-2025 11:50 AM,Rejected-Finance,4,09-Sep-2025 08:42 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,5465594,NARENDRA KUMAR SHARMA,20-Aug-2025 04:57 PM,Rejected-Finance,10,09-Sep-2025 08:42 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,5469453,PUSHPENDRA SINGH CONTRACTOR,21-Aug-2025 05:16 PM,Rejected-Finance,5,09-Sep-2025 08:42 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,5466364,RAMA YADAV,20-Aug-2025 06:44 PM,Rejected-Finance,2,09-Sep-2025 08:42 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,5460445,SIYA INFRATECH,19-Aug-2025 05:42 PM,Rejected-Finance,9,09-Sep-2025 08:42 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,11,5472505,UDAY RAM,22-Aug-2025 11:57 AM,Rejected-Finance,8,09-Sep-2025 08:42 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
