Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Bareilly II,23/UPRNSS/SPN/E-TENDER/2025-26 DATE-02.08.2025,2025_UPRNS_1073258_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,NIT,"12,359",No,fixed,,EE,SHHJAHANPUR,"REPAIR AND RENOVATION OF B-GODOWN AT B-PACS BATLAIYA RUJWARI 2ND BLOCK-TILHAR, DISTRICT-SHHJAHANPUR","REPAIR AND RENOVATION OF B-GODOWN AT B-PACS BATLAIYA RUJWARI 2ND BLOCK-TILHAR, DISTRICT-SHHJAHANPUR",Please refer Tender documents. ,NA ,"6,17,953",Civil Works,NA ,Tender,90.0,90.0,SHHJAHANPUR,242001.0,NA ,NA ,NA ,UPRNSS SHHJAHANPUR,No ,No,11-Sep-2025 05:40 PM,23-Sep-2025 04:00 PM,11-Sep-2025 05:45 PM,23-Sep-2025 03:00 PM,NA ,NA ,11-Sep-2025 05:50 PM,23-Sep-2025 03:00 PM,30-Sep-2025 05:00 PM,E.E. SHAHJAHANPUR,UPRNSS SHHJAHANPUR,"1,770",EE,SHHJAHANPUR,No,AOC,E.E. SHAHJAHANPUR,Internal,"Umesh Kumar Dubey E.E., Rajendra Prasad Ae.Ankit Verma Je.Vikas Verma A/c.",UMESH CHANDRA DUBEY,30-Sep-2025 04:31 PM,30-Sep-2025 05:00 PM,techsummary_1959102.pdf (600.39 KB),Finance,FE,UMESH CHANDRA DUBEY,30-Sep-2025 05:16 PM,,BOQ Comparative Chart,E.E. SHAHJAHANPUR,Internal,"Umesh Dubey E.E., Rajendra Prasad A.E., Ankit Verma Je. Vikas Verma A/c,",UMESH CHANDRA DUBEY,04-Oct-2025 12:50 PM,finsummary_1959102.pdf (137.54 KB),Technical,TE,Vikas Verma,23-Sep-2025 04:54 PM,,1.0,5553626.0,BABA NEEM KAROULI INTERPRISES,23-Sep-2025 07:00 AM,Rejected-AOC,Maximum,04-Oct-2025 12:55 PM,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Bareilly II,2025_UPRNS_1073258_1,23/UPRNSS/SPN/E-TENDER/2025-26 DATE-02.08.2025,"REPAIR AND RENOVATION OF B-GODOWN AT B-PACS BATLAIYA RUJWARI 2ND BLOCK-TILHAR, DISTRICT-SHHJAHANPUR",1.0,5553023.0,M/s Creative Links,INR,"617,396.84",04-Oct-2025,"INR 617,396.84",90.0,UMESH CHANDRA DUBEY,04-Oct-2025 12:55 PM,AOC.pdf (172.00 KB),AOC,AOC
,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,.pdf,DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5553023.0,M/s Creative Links,22-Sep-2025 07:43 PM,Accepted-AOC,Minimum,04-Oct-2025 12:55 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,3,RTGS - RTGS Payment,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
