Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Executive Engineer, Lift Canal Division, Jhansi","Office of The Executive Engineer, Lift Canal Division, Gwalior Road, Civil Lines, Jhansi",U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell) - Jhansi||Executive Engineer (LCD)-Jhansi,08/LCDJ/EE/2025-26,2025_UPIDM_1048754_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,17-Jun-2025 10:00 AM,23-Jun-2025 02:00 PM,17-Jun-2025 10:00 AM,23-Jun-2025 12:00 PM,NA ,NA ,17-Jun-2025 10:00 AM,23-Jun-2025 12:00 PM,30-Jun-2025 05:45 PM,"Boundry wall with 2.0 normal height in Brick masonary with intermediate RCC Coloumn i.c. cost of all material, labour and T AND P required for completion of work of New Mahoi Pump Canal in Tehsil Madhogarh, Jalaun (LOT No.-2)","Boundry wall with 2.0 normal height in Brick masonary with intermediate RCC Coloumn i.c. cost of all material, labour and T AND P required for completion of work of New Mahoi Pump Canal in Tehsil Madhogarh, Jalaun (LOT No.-2)",Please refer Tender documents. ,NA ,"26,90,000",Civil Works,NA ,Tender,90.0,120.0,Jalaun,477441.0,NA ,NA ,NA ,Jhansi,No ,No,1.0,SBI Bank,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number ,,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,854.0,Nil,Nil,No,"54,000",No,fixed,,Nil,Nil,AOC,EE JAGANNATH PRASAD,Internal,EE JAGANNATH PRASAD EE VIKRAM SINGH AE MANOJ KUMAR GUPTA,JAGANNATH PRASAD,18-Aug-2025 06:07 PM,finsummary_1905817.pdf (154.19 KB),Technical,All Bids are admitted,JAGANNATH PRASAD,23-Jun-2025 02:58 PM,technical_1905817.pdf,EE Jagannath Prasad,Internal,EE Jagannath Prasad EE Vikram Singh AE Manoj Kumar Gupta,JAGANNATH PRASAD,30-Jun-2025 05:36 PM,30-Jun-2025 05:45 PM,techsummary_1905817.pdf (754.50 KB),Finance,All Financial Bids Admitted,JAGANNATH PRASAD,18-Aug-2025 06:00 PM,finance_1905817.pdf,BOQ Comparative Chart,1.0,5266448.0,Shrishti Construction,INR,"2,014,608",U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell) - Jhansi||Executive Engineer (LCD)-Jhansi,2025_UPIDM_1048754_2,08/LCDJ/EE/2025-26,"Boundry wall with 2.0 normal height in Brick masonary with intermediate RCC Coloumn i.c. cost of all material, labour and T AND P required for completion of work of New Mahoi Pump Canal in Tehsil Madhogarh, Jalaun (LOT No.-2)",1,5266294,M/s BABU PRASAD TIWARI,23-Jun-2025 04:29 AM,Rejected-Finance,Not Being Lowest,18-Aug-2025 06:07 PM,18-Aug-2025,"INR 2,690,000",120.0,JAGANNATH PRASAD,18-Aug-2025 06:16 PM,AOC_08.pdf (668.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Misc. document ,Any other document ,Any other document ,,2.0,Finance,.xls,Finance,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5266507,M/S GIRISH KUMAR DWEVEDI CONTRACTOR,23-Jun-2025 08:42 AM,Rejected-Finance,Not Being Lowest,18-Aug-2025 06:07 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Tax related documents ,PAN card ,PAN card ,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5265201,M/S RUKMANI ENTERPRISES,21-Jun-2025 05:50 PM,Rejected-Finance,Not Being Lowest,18-Aug-2025 06:07 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Technical Details ,Other Technical Documents ,Other Technical Documents ,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5267486,M/s Sanika Construction,23-Jun-2025 11:01 AM,Rejected-Finance,Not Being Lowest,18-Aug-2025 06:07 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5266448,Shrishti Construction,22-Jun-2025 06:23 PM,Accepted-AOC,AOC,18-Aug-2025 06:16 PM,,,,,,,,AOC
