S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,DD - Demand Draft,"20,000",Yes,fixed,,EE UPSCIDCO,Prayagraj,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Fatehpur,04/EE/PYG/Crictical Gap/E-Tender/25-26,2025_SCIDC_1039499_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Construction of Wall at Kasturba Gandhi Awasiya Balika Vidalaya Holagarh Prayagraj,Construction of Wall at Kasturba Gandhi Awasiya Balika Vidalaya Holagarh Prayagraj,Please refer Tender documents. ,NA ,"9,72,000",Civil Works,NA ,Tender,90.0,90.0,Prayagraj,211004.0,NA ,NA ,NA ,EE UPSCIDCO Prayagraj,No ,No,"1,652",EE UPSCIDCO,Kaushambi,No,1.0,Fee/PreQual/Technical,.pdf,NIT,27-Jun-2025 04:00 PM,03-Jul-2025 03:00 PM,27-Jun-2025 04:00 PM,03-Jul-2025 02:00 PM,NA ,NA ,27-Jun-2025 04:00 PM,03-Jul-2025 02:00 PM,09-Jul-2025 02:45 PM,EE UPSCIDCO Prayagraj,236/174/4 Triveni Gas Godown Road New Mehdauri Teliyarganj Prayagraj.,AOC,Finance,FS,Lalji Tiwari,09-Jul-2025 03:34 PM,finance_1913608.pdf,BOQ Comparative Chart,SS Katiyar,Internal,"Lalji Tiwari, Shair Ahmad",Surendra Katuyar,09-Jul-2025 02:42 PM,09-Jul-2025 02:45 PM,techsummary_1913608.pdf (1143.47 KB),Technical,TS,Surendra Katuyar,09-Jul-2025 02:40 PM,technical_1913608.pdf,S.S. Katiyar,Internal,"LAlji Tiwari, Shari Ahmad",Surendra Katuyar,09-Jul-2025 03:37 PM,finsummary_1913608.pdf (210.02 KB),09-Jul-2025,"INR 971,514",90.0,Surendra Katuyar,15-Aug-2025 05:45 PM,WO.pdf (713.00 KB),Work order No. - 324 Dt- 09.07.2025,1.0,5283922.0,M/S S R Enterprises,INR,"971,514",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Fatehpur,2025_SCIDC_1039499_3,04/EE/PYG/Crictical Gap/E-Tender/25-26,Construction of Wall at Kasturba Gandhi Awasiya Balika Vidalaya Holagarh Prayagraj,1.0,5283922.0,M/S S R Enterprises,01-Jul-2025 04:11 PM,Accepted-AOC,1st Lowest,15-Aug-2025 05:45 PM,AOC
2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
