Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Fee decu,854.0,Nil,Nil,No,EERED AMROHA,EERED AMROHA,"80,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MORADABAD CIRCLE||EE AMROHA,NIT No 298 /RED/Tender/File NoBond Clerk/2025-26 dated 21-06-2025,2025_REDUP_1053311_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of Intermediate College Jamna Khas at extra room and 10 room repair and Painting work Block Amroha,Construction of Intermediate College Jamna Khas at extra room and 10 room repair and Painting work Block Amroha,Please refer Tender documents. ,NA ,"39,96,500",Civil Works,NA ,Tender,210.0,210.0,Amroha,244221.0,NA ,NA ,NA ,EERED AMROHA,No ,No,05-Jul-2025 10:00 AM,10-Jul-2025 02:00 PM,05-Jul-2025 10:00 AM,10-Jul-2025 12:00 PM,NA ,NA ,05-Jul-2025 10:00 AM,10-Jul-2025 12:00 PM,18-Jul-2025 12:00 PM,1.0,SBI Bank,AOC,ROhit Varshney,Internal,,Rohit Varshney,14-Jul-2025 06:02 PM,18-Jul-2025 12:00 PM,techsummary_1915296.pdf (512.92 KB),Finance,admitted,Rohit Varshney,05-Aug-2025 02:24 PM,,BOQ Comparative Chart,Rohit Varshney,Internal,,Rohit Varshney,07-Aug-2025 03:07 PM,finsummary_1915296.pdf (540.26 KB),Technical,Admitted,Rohit Varshney,10-Jul-2025 02:26 PM,,1.0,5309607.0,JAINUL HASAN THEKEDAR,10-Jul-2025 10:54 AM,Rejected-Finance,L2 above estimate rate,07-Aug-2025 03:07 PM,1.0,5297371.0,M/S SHUBHAM CHAUHANCONTRACTOR,INR,"3,928,405",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MORADABAD CIRCLE||EE AMROHA,2025_REDUP_1053311_1,NIT No 298 /RED/Tender/File NoBond Clerk/2025-26 dated 21-06-2025,Construction of Intermediate College Jamna Khas at extra room and 10 room repair and Painting work Block Amroha,07-Aug-2025,"INR 3,928,405",210.0,Rohit Varshney,07-Aug-2025 03:13 PM,AOCJam.pdf (540.00 KB),AOC
,,.pdf,Tech docu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5297371.0,M/S SHUBHAM CHAUHANCONTRACTOR,07-Jul-2025 08:24 PM,Accepted-AOC,AOC,07-Aug-2025 03:13 PM,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
