S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,RTGS - RTGS Payment,ELECTRICAL WIRING AT B188 AND B189 NIRALA NAGAR LUCKNOW,ELECTRICAL WIRING AT B188 AND B189 NIRALA NAGAR LUCKNOW,PLEASE REFER TENDER DOCUMENTS ,NA ,,Electrical Works,NA ,Tender,180.0,15.0,Lucknow,226001.0,NA ,NA ,NA ,Maintenance Unit Shakti Bhawan Extension Lucknow,No ,No,Uttar Pradesh Power Corporation Ltd.||SE Civil HQ Shakti Bhawan Extension||EE Civil HQ Attached to CE Civil 2||SE Civil HQ||EE Maintenance Unit,05/MU/SBE/LKO/2025-26,2025_UPPCL_1051229_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender documents,23-Jun-2025 06:00 PM,09-Jul-2025 12:00 PM,23-Jun-2025 06:00 PM,08-Jul-2025 02:00 PM,NA ,NA ,23-Jun-2025 06:00 PM,08-Jul-2025 02:00 PM,21-Jul-2025 12:30 PM,295.0,Executive Engineer,Lucknow,No,"2,000",No,fixed,,Executive Engineer,Lucknow,Executive Engineer,Maintenance Unit Shakti Bhawan Extension Lucknow,AOC,Gagan Bihari Srivastava,Internal,"N k Pandey, Chetan Garg",Dinesh Kumar,24-Jul-2025 12:26 PM,finsummary_1910779.pdf (189.77 KB),Technical,technical summary,Dinesh Kumar,21-Jul-2025 11:56 AM,technical_1910779.pdf,Gagan Bihari Srivastava,Internal,"N K Pandey , Chetan Garg",Dinesh Kumar,21-Jul-2025 12:03 PM,21-Jul-2025 12:30 PM,techsummary_1910779.pdf (189.77 KB),Finance,Financial Summary,Dinesh Kumar,24-Jul-2025 12:23 PM,finance_1910779.pdf,BOQ Comparative Chart,1.0,5295598.0,GLOB ENGINEERING WORKS,INR,"159,190",Uttar Pradesh Power Corporation Ltd.||SE Civil HQ Shakti Bhawan Extension||EE Civil HQ Attached to CE Civil 2||SE Civil HQ||EE Maintenance Unit,2025_UPPCL_1051229_1,05/MU/SBE/LKO/2025-26,ELECTRICAL WIRING AT B188 AND B189 NIRALA NAGAR LUCKNOW,1,5295598,GLOB ENGINEERING WORKS,07-Jul-2025 03:37 PM,Accepted-AOC,L1,02-Aug-2025 03:39 PM,26-Jul-2025,"INR 159,190",15.0,Dinesh Kumar,02-Aug-2025 03:39 PM,workorder1895.pdf (2636.00 KB),L1 Bidder M/s Glob Engineering Works,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5296460,SEVEN ENTERPRISES,07-Jul-2025 04:52 PM,Rejected-AOC,L2,02-Aug-2025 03:39 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5297332,Sumerganj and Co,07-Jul-2025 08:43 PM,Rejected-AOC,L3,02-Aug-2025 03:39 PM,,,,,,,,AOC
