S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,5378838.0,M/S BHOLEY BROTHERS,INR,"1,100,588",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE,2025_REDUP_1058958_1,238/RED/Account/Tender Notice/25-26 Dt 10.06.25,Construction of CC Road at Block Bharthana Damar Road to Vishal Singh Degree College Gate,1,5378838,M/S BHOLEY BROTHERS,26-Jul-2025 06:20 PM,Accepted-AOC,L1,27-Aug-2025 01:14 PM,27-Aug-2025,"INR 1,100,588",90.0,Sanjeev Kumar Verma,27-Aug-2025 01:13 PM,FEBhole110825.pdf (706.00 KB),Er Sanjeev Kumar Verma,Internal,,Sanjeev Kumar Verma,29-Jul-2025 06:04 PM,01-Aug-2025 12:00 PM,techsummary_1927888.pdf (446.51 KB),Finance,summary,Sanjeev Kumar Verma,27-Aug-2025 01:09 PM,finance_1927888.pdf,BOQ Comparative Chart,Er Sanjeev Kumar Verma,Internal,,Sanjeev Kumar Verma,27-Aug-2025 01:12 PM,finsummary_1927888.pdf (705.83 KB),Technical,summary,Sanjeev Kumar Verma,29-Jul-2025 06:02 PM,technical_1927888.pdf,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE KANPUR CIRCLE,238/RED/Account/Tender Notice/25-26 Dt 10.06.25,2025_REDUP_1058958_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE RED Etawah,EE RED Etawah,"23,000",No,fixed,,Nil,Nil,950.0,Nil,Nil,No,Construction of CC Road at Block Bharthana Damar Road to Vishal Singh Degree College Gate,Construction of CC Road at Block Bharthana Damar Road to Vishal Singh Degree College Gate,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Etawah,206001.0,NA ,NA ,NA ,EE RED Etawah,No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Tehcnical,21-Jul-2025 04:00 PM,28-Jul-2025 12:30 PM,21-Jul-2025 04:00 PM,28-Jul-2025 12:00 PM,NA ,NA ,21-Jul-2025 04:00 PM,28-Jul-2025 12:00 PM,01-Aug-2025 12:00 PM,AOC
,,,,,,,,,2,5378892,M/S RAJESH KUMAR SAXENA,26-Jul-2025 06:30 PM,Rejected-Finance,L2,27-Aug-2025 01:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial,,,,,,,,,,AOC
