Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
266.0,Nil,Nil,No,1.0,SBI Bank,Executive Engineer,ICD Firozabad Hq Shikohabad,23-Sep-2025 11:30 AM,29-Sep-2025 04:00 PM,23-Sep-2025 11:30 AM,29-Sep-2025 03:00 PM,NA ,NA ,23-Sep-2025 11:30 AM,29-Sep-2025 03:00 PM,06-Oct-2025 03:00 PM,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||Irrigation Construction Division Firozabad",03/EE/2025-26,2025_UPIDC_1076272_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Restoration service road from km 45.424 to km 46.320 R/s at Bhognipur Branch,Restoration service road from km 45.424 to km 46.320 R/s at Bhognipur Branch,Please refer tender documents ,NA ,,Civil Works - Canal,NA ,Tender,90.0,30.0,Bhognipur Branch,283141.0,NA ,NA ,NA ,Shikohabad,No ,No,"1,10,000",No,fixed,,Nil,Nil,AOC,Executive Engineer,Internal,Ae Accountant clerk,SUNIL KUMAR,04-Oct-2025 06:16 PM,06-Oct-2025 03:00 PM,techsummary_1966061.pdf (549.64 KB),Finance,As per Tender Notice,SUNIL KUMAR,06-Oct-2025 05:01 PM,,BOQ Comparative Chart,Executive Engineer,Internal,Ae Accountant Clerk,SUNIL KUMAR,09-Oct-2025 12:43 PM,finsummary_1966061.pdf (23.06 KB),Technical,As per tender notice,SUNIL KUMAR,04-Oct-2025 05:07 PM,,1.0,5570935.0,M/s SHRI MAHIPAL SINGH,INR,"598,080","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||Irrigation Works Circle, Etawah||Irrigation Construction Division Firozabad",2025_UPIDC_1076272_8,03/EE/2025-26,Restoration service road from km 45.424 to km 46.320 R/s at Bhognipur Branch,1,5572449,M/S R.V.S. CONTRACTOR,29-Sep-2025 02:17 PM,Rejected-Finance,L2,09-Oct-2025 12:43 PM,25-Oct-2025,"INR 598,080",30.0,SUNIL KUMAR,25-Oct-2025 03:41 PM,8.pdf (719.00 KB),AOC
,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5570935,M/s SHRI MAHIPAL SINGH,29-Sep-2025 03:31 AM,Accepted-AOC,L1,25-Oct-2025 03:41 PM,,,,,,,AOC
