Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,Admitted,Chandramauli Dwivedi,24-Oct-2025 02:51 PM,,27-Oct-2025,"INR 242,702",14.0,Chandramauli Dwivedi,31-Oct-2025 02:00 PM,19.pdf (413.00 KB),CHANDRAMAULI DWIVEDI,External,,Chandramauli Dwivedi,24-Oct-2025 03:05 PM,24-Oct-2025 04:00 PM,techsummary_1982199.pdf (263.32 KB),1,5610484,GOPAL SINGH SON OF POORAN SINGH,15-Oct-2025 04:59 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Oct-2025 02:51 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||ID, hathras",2025_UPIDC_1076801_23,01/EE/2025-26,Silt clearance of Gothua Minor from Km-0.000 To Km- 8.800,Finance,AS PER FININCIAL,Chandramauli Dwivedi,27-Oct-2025 02:05 PM,finance_1982199.pdf,BOQ Comparative Chart,CHANDRAMAULI DWIVEDI EE,External,,Chandramauli Dwivedi,27-Oct-2025 02:08 PM,finsummary_1982199.pdf (254.69 KB),1.0,5610503.0,MANVENDRA PRATAP SINGH CONTRACTOR AND SUPPLIER,INR,"242,702",AOC,15-Oct-2025 10:00 AM,20-Oct-2025 12:00 PM,15-Oct-2025 10:00 AM,20-Oct-2025 11:00 AM,NA ,NA ,15-Oct-2025 10:00 AM,20-Oct-2025 11:00 AM,24-Oct-2025 04:00 PM,"4,920",Yes,fixed,,Nil,Nil,1.0,SBI Bank,EE ID HATHRAS,EE ID HATHRAS,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||ID, hathras",01/EE/2025-26,2025_UPIDC_1076801_23,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDERNOTICE,Silt clearance of Gothua Minor from Km-0.000 To Km- 8.800,Silt clearance of Gothua Minor from Km-0.000 To Km- 8.800,Please refer Tender documents. ,NA ,"2,46,000",Civil Works,NA ,Tender,90.0,14.0,HATHRAS,204101.0,NA ,NA ,NA ,ID HATHRAS,No ,No,766.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,2,5610503,MANVENDRA PRATAP SINGH CONTRACTOR AND SUPPLIER,15-Oct-2025 04:47 PM,Accepted-AOC,AS PER AOC,31-Oct-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3,5610456,M/S LEKHRAJ SINGH,15-Oct-2025 04:51 PM,Rejected-Finance,AS PER FININCIAL,27-Oct-2025 02:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
