Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,2025_UPTCL_1040828_1,08/ETC-II(P)/2025-2026,08/ETC-II(P)/2025-2026,1.0,5216209.0,R.S.ASSOCIATE,INR,"432,000",1,5240698,AR POWER AUTOMATION,08-Jun-2025 05:10 PM,Rejected-AOC,IIIrd Lowest,12-Aug-2025 02:37 PM,11-Aug-2025,"INR 432,000",60.0,GYANENDRA KUMAR,12-Aug-2025 02:37 PM,08.pdf (3048.00 KB),"Configuration of stand by CPT cum Gateway in the existing ALSTOM make SCADA system at 132KV S/S Salaykhurd under ETD-III, Prayagraj.",superintending Engineer,Internal,"Executive Engineer (ETD-III), Senior Account Officer",GYANENDRA KUMAR,27-Jun-2025 04:30 PM,27-Jun-2025 04:35 PM,techsummary_1887980.pdf (377.71 KB),Finance,PART IInd HAS BEEN OPENED OF E-T-NO.08,GYANENDRA KUMAR,27-Jun-2025 04:50 PM,finance_1887980.pdf,BOQ Comparative Chart,superintending Engineer,Internal,"Executive Engineer (ETD-III), Senior Account Officer",GYANENDRA KUMAR,27-Jun-2025 04:53 PM,finsummary_1887980.pdf (377.71 KB),Technical,PART Ist HAS BEEN OPENED OF E-T-NO.08,GYANENDRA KUMAR,27-Jun-2025 04:28 PM,technical_1887980.pdf,AOC,590.0,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ.,No,08/ETC-II(P)/2025-2026,08/ETC-II(P)/2025-2026,Please refer Tender documents. ,NA ,"4,48,000",Electrical Works,NA ,Tender,120.0,60.0,132 KV S/S SALAYAKHURD,212301.0,NA ,NA ,NA ,PRAYAGRAJ.,No ,No,21-May-2025 09:00 AM,10-Jun-2025 01:00 PM,21-May-2025 09:00 AM,09-Jun-2025 05:00 PM,NA ,NA ,21-May-2025 09:00 AM,09-Jun-2025 05:00 PM,27-Jun-2025 04:35 PM,UP Power Transmission Corp.Ltd (Operation)||Chief Engineer (TE) East Allahabad||S.E. ETC-II Allahabad,08/ETC-II(P)/2025-2026,2025_UPTCL_1040828_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,Superintending Engineer,"Electricity Transmission Circle-II, U.P. Power Transmission Corporation Ltd. 57- George Town, Prayagraj.",1.0,Fee/PreQual/Technical,.pdf,"Tender cost and E.M.D. RTGS/NEFT slip, Tender document photocopy of Pan card, GSTIN, experience cop",1.0,Extend08,Date,,"4,500",No,fixed,,Executive Engineer Electy. Trans. Div. Naini Alld.,PRAYAGRAJ.,AOC
,,,,,,,,,2,5242448,rbs engineering,09-Jun-2025 04:26 PM,Rejected-AOC,IInd Lowest,12-Aug-2025 02:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,AOC
,,,,,,,,,3,5216209,R.S.ASSOCIATE,09-Jun-2025 02:51 PM,Accepted-AOC,Ist Lowest,12-Aug-2025 02:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
