Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,360/RED/Tender/2025-26,2025_REDUP_1050321_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"50,000",No,fixed,,Nil,Nil,EE RED Sitapur,"Vikas Bhawan, Sitapur","Construction of passenger waiting room, community toilet and pavement in the premises of the bus stand of Nagar Panchayat Biswan, Block- Biswan","Construction of passenger waiting room, community toilet and pavement in the premises of the bus stand of Nagar Panchayat Biswan, Block- Biswan",Please refer Tender documents. ,NA ,"24,99,373",Civil Works,NA ,Tender,90.0,90.0,"Biswan, Sitapur",261001.0,NA ,NA ,NA ,"Office of EE RED, Sitapur.",No ,No,1.0,SBI Bank,20-Jun-2025 10:00 AM,25-Jun-2025 12:30 PM,20-Jun-2025 10:00 AM,25-Jun-2025 12:00 PM,NA ,NA ,20-Jun-2025 10:00 AM,25-Jun-2025 12:00 PM,10-Jul-2025 12:30 PM,944.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical,AOC,Gyanendra Kumar,Internal,,Gyanendra Kumar,09-Jul-2025 11:35 AM,10-Jul-2025 12:30 PM,techsummary_1908854.pdf (310.85 KB),Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,10-Jul-2025 04:04 PM,,BOQ Comparative Chart,Gyanendra Kumar,Internal,,Gyanendra Kumar,14-Aug-2025 10:55 AM,finsummary_1908854.pdf (179.50 KB),Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,04-Jul-2025 11:41 AM,,1.0,5272036.0,M/S VRANDA CONSTRUCTION AND SUPPLIERS,INR,"2,498,123",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2025_REDUP_1050321_2,360/RED/Tender/2025-26,"Construction of passenger waiting room, community toilet and pavement in the premises of the bus stand of Nagar Panchayat Biswan, Block- Biswan",1,5272036,M/S VRANDA CONSTRUCTION AND SUPPLIERS,25-Jun-2025 11:34 AM,Accepted-AOC,L1,14-Aug-2025 10:59 AM,14-Aug-2025,"INR 2,498,123",90.0,Gyanendra Kumar,14-Aug-2025 10:59 AM,80.pdf (314.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5273025,P.S. Constructions,25-Jun-2025 07:43 AM,Rejected-Finance,Higher Rate Quoted,14-Aug-2025 10:55 AM,,,,,,,AOC
