Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Renovation Work of Non-Residence and Residence Building at CHC Campiarganj District Gorakhpur,Renovation Work of Non-Residence and Residence Building at CHC Campiarganj District Gorakhpur,As per bid documents ,NA ,"1,93,91,000",Civil Works - Buildings,N/A ,Tender,90.0,365.0,Gorakhpur,273001.0,NA ,NA ,NA ,Office of the General Manager Zone-3 UPPCL Lucknow,No ,No,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,30/GM-3/UPPCL/2025-26 DATED-18.09.2025,2025_UPPRC_1076280_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,25-Sep-2025 10:00 AM,03-Oct-2025 04:00 PM,25-Sep-2025 10:00 AM,03-Oct-2025 03:00 PM,NA ,NA ,25-Sep-2025 10:00 AM,03-Oct-2025 03:00 PM,15-Oct-2025 12:00 PM,"3,88,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,"17,700",Nil,Nil,No,General Manager Zone-3 UPPCL Lucknow,Office of the General Manager Zone-3 UPPCL Lucknow,AOC,"General Manager,Zone-3",Internal,Attached,ANIL KUMAR SINGH,29-Oct-2025 01:13 PM,finsummary_1965994.pdf (1236.27 KB),Technical,Attached,Ajai Pratap Singh,14-Oct-2025 10:48 AM,technical_1965994.pdf,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,14-Oct-2025 10:54 AM,15-Oct-2025 12:00 PM,techsummary_1965994.pdf (3651.89 KB),Finance,Attached,RAKESH VERMA,29-Oct-2025 12:48 PM,,BOQ Comparative Chart,1,5577084,BALENDRA SINGH,03-Oct-2025 01:25 PM,Rejected-Finance,L4,29-Oct-2025 01:13 PM,1.0,5574412.0,M/S ABHAY CONSTRUCTION AND SUPPLIERS,INR,"18,907,639.21",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,2025_UPPRC_1076280_1,30/GM-3/UPPCL/2025-26 DATED-18.09.2025,Renovation Work of Non-Residence and Residence Building at CHC Campiarganj District Gorakhpur,29-Oct-2025,"INR 18,907,639.21",365.0,ANIL KUMAR SINGH,29-Oct-2025 01:17 PM,Abhay.pdf (1698.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5574412,M/S ABHAY CONSTRUCTION AND SUPPLIERS,03-Oct-2025 09:25 AM,Accepted-AOC,L1,29-Oct-2025 01:17 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5579307,M/S BABY SHAHI,03-Oct-2025 02:02 PM,Rejected-Finance,L3,29-Oct-2025 01:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5575808,M/S MANMOHAN TRIPATHI,01-Oct-2025 02:52 PM,Rejected-Finance,L2,29-Oct-2025 01:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5574813,M/S MANOJ KUMAR SINGH,03-Oct-2025 02:54 PM,Rejected-Technical,Disqualify,14-Oct-2025 10:54 AM,,,,,,,,,,,,,,,,,AOC
