S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,CORREGENDUM,Financial Bid,,SE,SE OFFICE IRRIGATION WORKSHOP CIRCLE 1 67 A CANTT KANPUR NAGAR,"2,360",Nil,Nil,No,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur,16/SE/IWC1K/2025-26,2025_UPIDM_1066327_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,06,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Tender Document,"Dismantling, Shifting and Carriage of old shutter assembly of gates and Erection of New shutter assembly of gates at Narora Barrage Bulandshahar","Dismantling, Shifting and Carriage of old shutter assembly of gates and Erection of New shutter assembly of gates at Narora Barrage Bulandshahar",Please refer Tender documents. ,NA ,"53,31,000",Miscellaneous Works,NA ,Tender,120.0,180.0,NARORA BARRAGE BULANDSHAHAR,203389.0,NA ,NA ,NA ,67 A CANTT KANPUR NAGAR,No ,No,19-Aug-2025 10:00 AM,30-Aug-2025 01:00 PM,19-Aug-2025 10:00 AM,30-Aug-2025 12:00 PM,NA ,NA ,19-Aug-2025 10:00 AM,30-Aug-2025 12:00 PM,02-Sep-2025 12:30 PM,AOC,Technical,All Bidder Successfully admitted,Vijay Kumar,30-Aug-2025 02:24 PM,,SE,Internal,,Vijay Kumar,02-Sep-2025 04:03 PM,finsummary_1944047.pdf (402.91 KB),Finance,All Bidder Successfully Admitted,Vijay Kumar,02-Sep-2025 04:00 PM,,BOQ Comparative Chart,SE,Internal,,Vijay Kumar,02-Sep-2025 11:40 AM,02-Sep-2025 12:30 PM,techsummary_1944047.pdf (402.91 KB),10-Sep-2025,"INR 5,197,500",180.0,Vijay Kumar,04-Oct-2025 02:11 PM,16taoc.pdf (521.00 KB),AOC,1,5504700,NIRMAL ENGINEERS,29-Aug-2025 06:22 PM,Accepted-AOC,Contract has been awarded.,04-Oct-2025 02:12 PM,1.0,5504700.0,NIRMAL ENGINEERS,INR,"5,197,500",U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur,2025_UPIDM_1066327_1,16/SE/IWC1K/2025-26,"Dismantling, Shifting and Carriage of old shutter assembly of gates and Erection of New shutter assembly of gates at Narora Barrage Bulandshahar",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5507697,SAINIK ENGINEERING WORK,29-Aug-2025 02:15 PM,Rejected-Technical,TECHNICALLY NOT QUALIFIED,02-Sep-2025 11:40 AM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5504660,UDAY ENGINEERS,28-Aug-2025 11:49 AM,Rejected-Finance,2nd lowest,02-Sep-2025 04:03 PM,,,,,,,,,,AOC
