Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage
04-Oct-2025,"INR 3,660,360",120.0,SUDEEP SINGH VISEN,17-Oct-2025 03:11 PM,Laststep439.pdf (254.00 KB),"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Ghaziabad)||SE, Yantrik Circle, Ghaziabad",2025_UPJNM_1069664_1,439/Nivida/42,"Construction of 2 nos. Rebore Tubewell by D.C./R.C. Rig Machine and its other associated works complete at Indra Chowk TW and Mohanpuri ITI campus in Meerut city under Deposit Work (15th Finance Commission) , Distt- Meerut",1.0,5530233.0,A S L ENTERPRISES,INR,"3,660,360",1,5530233,A S L ENTERPRISES,12-Sep-2025 01:11 PM,Accepted-AOC,lowest bid,17-Oct-2025 03:11 PM,Finance,Admitted,SUDEEP SINGH VISEN,26-Sep-2025 12:35 AM,finance_1951625.pdf,BOQ Comparative Chart,Sudeep Singh Visen,Internal,"Vijay Kumar, Ramesh Chandra, Manga, Moin Ahmad",SUDEEP SINGH VISEN,24-Sep-2025 04:00 PM,25-Sep-2025 04:00 PM,techsummary_1951625.pdf (517.62 KB),Technical,admitted,SUDEEP SINGH VISEN,15-Sep-2025 12:23 PM,technical_1951625.pdf,Sudeep Singh Visen,Internal,"Vijay Kumar, Ramesh Chandra, Manga, Moin Ahmad",SUDEEP SINGH VISEN,04-Oct-2025 04:34 PM,finsummary_1951625.pdf (254.09 KB),AOC,"1,11,000",No,fixed,,"Executive Engr., IInd CD(E.M.), U.P.J.N(Nagariya)",Saharanpur,29-Aug-2025 01:00 PM,12-Sep-2025 03:00 PM,29-Aug-2025 01:00 PM,12-Sep-2025 02:00 PM,NA ,NA ,29-Aug-2025 01:00 PM,12-Sep-2025 02:00 PM,25-Sep-2025 04:00 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,"Construction of 2 nos. Rebore Tubewell by D.C./R.C. Rig Machine and its other associated works complete at Indra Chowk TW and Mohanpuri ITI campus in Meerut city under Deposit Work (15th Finance Commission) , Distt- Meerut","Construction of 2 nos. Rebore Tubewell by D.C./R.C. Rig Machine and its other associated works complete at Indra Chowk TW and Mohanpuri ITI campus in Meerut city under Deposit Work (15th Finance Commission) , Distt- Meerut",Please refer Tender documents. ,NA ,"55,46,000",Water Supply,NA ,Tender,120.0,120.0,Meerut,250001.0,NA ,NA ,NA ,Meerut,No ,No,Executive Engineer,"Construction Division E and M , UP Jal NIgam (Nagariya), Meerut","5,900","Executive Engr., IInd CD(E.M.), U.P.J.N(Nagariya)",Saharanpur,No,"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Ghaziabad)||SE, Yantrik Circle, Ghaziabad",439/Nivida/42,2025_UPJNM_1069664_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,AOC
,,,,,,,,,,,,,,,2,5530285,AYESHA ENTERPRISES,12-Sep-2025 01:20 PM,Rejected-Finance,higher bid,04-Oct-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,5529389,M/S Manyu Construction,11-Sep-2025 11:43 PM,Rejected-Finance,higher bid,04-Oct-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,5525202,SAHZAD CONTRACTOR,12-Sep-2025 11:31 AM,Rejected-Finance,higher bid,04-Oct-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,5528956,saini traders,11-Sep-2025 06:44 PM,Rejected-Finance,higher bid,04-Oct-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
