S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,5589788.0,VINOD KUMAR SINGH,INR,"3,413,620","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi",2025_UPIDC_1077665_1,03/SE/2025-26,Renovation/Repairing on Canal Service Road of Dhanayatpur Minor From Km. 3.000 to Km. 5.800,1,5590946,ARUN ENTERPRISES,08-Oct-2025 12:29 PM,Rejected-AOC,Second Lowest,31-Oct-2025 05:23 PM,24-Oct-2025,"INR 3,413,620",30.0,Gyan Chand Singh,31-Oct-2025 05:23 PM,DS1.pdf (265.00 KB),Date of Start Issue,Gyan Chand Singh,Internal,Seemant,Gyan Chand Singh,21-Oct-2025 01:32 PM,finsummary_1969617.pdf (204.58 KB),Technical,Technical Evaluation,Gyan Chand Singh,11-Oct-2025 03:38 PM,technical_1969617.pdf,Gyan Chand Singh,Internal,Seemant,Gyan Chand Singh,11-Oct-2025 04:00 PM,13-Oct-2025 03:00 PM,techsummary_1969617.pdf (204.58 KB),Finance,Financial Evaluation,Gyan Chand Singh,21-Oct-2025 01:26 PM,,BOQ Comparative Chart,AOC,1.0,SBI Bank,"2,354",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi",03/SE/2025-26,2025_UPIDC_1077665_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,SE Irrigation Works Circle Varanasi,SE Irrigation Works Circle Varanasi,Renovation/Repairing on Canal Service Road of Dhanayatpur Minor From Km. 3.000 to Km. 5.800,Renovation/Repairing on Canal Service Road of Dhanayatpur Minor From Km. 3.000 to Km. 5.800,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Parsiya Barahani Chandauli,232110.0,NA ,NA ,NA ,SE Irrigation Works Circle Varanasi,No ,No,"71,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Technical Bid,27-Sep-2025 11:00 AM,08-May-2026 05:05 PM,27-Sep-2025 11:00 AM,08-Oct-2025 02:00 PM,NA ,NA ,27-Sep-2025 11:00 AM,08-Oct-2025 02:00 PM,13-Oct-2025 03:00 PM,AOC
,,,,,,,,,2,5589788,VINOD KUMAR SINGH,07-Oct-2025 12:31 PM,Accepted-AOC,First Lowest,31-Oct-2025 05:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,AOC
