Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of C.C. Road from Noor Mosque to Hevan Apartment at Vard no. 51 Firozabad,Construction of C.C. Road from Noor Mosque to Hevan Apartment at Vard no. 51 Firozabad,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,180.0,180.0,sikandra agra,282007.0,NA ,NA ,NA ,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikand",No ,No,09-Jul-2025 05:10 PM,16-Jul-2025 12:00 PM,09-Jul-2025 05:10 PM,16-Jul-2025 12:00 PM,NA ,NA ,09-Jul-2025 05:10 PM,16-Jul-2025 12:00 PM,25-Jul-2025 04:40 PM,826.0,UPSCIDCO,FIROZABAD,No,"9,000",No,fixed,,UPSCIDCO,FIROZABAD,1.0,Fee/PreQual/Technical,.pdf,NIT,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,44/FZD/MP/25-26,2025_SCIDC_1055765_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Executive engineer,"H.No.-128, Paschimpuri, Near Pani Ki Tanki, Sikandra agra.",1.0,RTGS - RTGS Payment,AOC,Technical,All bids are ok,Pramod Kumar,25-Jul-2025 04:22 PM,technical_1920889.pdf,Shri R.K. Sikarwar,Internal,,Pramod Kumar,31-Jul-2025 04:35 PM,finsummary_1920889.pdf (583.03 KB),Finance,Rate of M/S RAJKAMAL CONSTRUCTIONS is accepted,Pramod Kumar,31-Jul-2025 03:59 PM,finance_1920889.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Pramod Kumar,25-Jul-2025 04:38 PM,25-Jul-2025 04:40 PM,techsummary_1920889.pdf (583.71 KB),06-Aug-2025,"INR 465,125.92",180.0,Pramod Kumar,06-Aug-2025 01:55 PM,44fr.pdf (583.00 KB),1.0,5336227.0,M/S RAJKAMAL CONSTRUCTIONS,INR,"465,125.92",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,2025_SCIDC_1055765_1,44/FZD/MP/25-26,Construction of C.C. Road from Noor Mosque to Hevan Apartment at Vard no. 51 Firozabad,1,5336227,M/S RAJKAMAL CONSTRUCTIONS,15-Jul-2025 11:57 PM,Accepted-AOC,OK,06-Aug-2025 01:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5335642,M/S SHREE BANKEY BIHARI CONSTRUCTION,15-Jul-2025 10:26 PM,Rejected-AOC,OK,06-Aug-2025 01:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5337608,SURBHOG ENTERPRISES PRIVATE LIMITED,16-Jul-2025 08:42 AM,Rejected-AOC,OK,06-Aug-2025 01:55 PM,AOC
