S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,5551592,AKANKSHA ASSOCIATES,22-Sep-2025 04:45 PM,Rejected-AOC,L3,17-Oct-2025 03:41 PM,1.0,5548810.0,M/S MANOJ TRADERS,INR,"23,163,180",U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur,2025_UPIDC_1074200_1,02/SE/SRE/2025-26,Lot-01,15-Oct-2025,"INR 23,163,180",180.0,CHANDRABHAN YADAV,17-Oct-2025 03:41 PM,01.pdf (318.00 KB),AOC,"C.B.YADAV, SE",Internal,"B.P.SINGH, SE, VIVEK VARSHNEY, EE",CHANDRABHAN YADAV,29-Sep-2025 07:15 PM,03-Oct-2025 02:00 PM,techsummary_1961510.pdf (676.91 KB),Finance,SUMMARY UPLOAD IN FINANCIAL EVALUATION,CHANDRABHAN YADAV,15-Oct-2025 04:29 PM,,BOQ Comparative Chart,"C.B.YADAV,SE",Internal,"B.P.SINGH, SE, PRANEEN JOSHIA, EE",CHANDRABHAN YADAV,15-Oct-2025 04:40 PM,finsummary_1961510.pdf (377.44 KB),Technical,Upload Summary,CHANDRABHAN YADAV,29-Sep-2025 06:53 PM,,AOC,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation works Circle Saharanpur,02/SE/SRE/2025-26,2025_UPIDC_1074200_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,SE IWC SAHARANPUR,OFFICE OF THE SE IWC SAHARANPUR,"2,714",Nil,Nil,No,1.0,Other,Other,,1.0,SBI Bank,Lot-01,Repair work of Damaged works of Naushera Level Crossing constructed at k.m. 10.768 of Eastern Yamuna Canal in District Saharanpur,Please refer Tender documents. ,NA ,"3,57,34,000",Civil Works,NA ,Tender,90.0,180.0,SAHARANPUR,247001.0,OFFICE OF THE SE IWC DEHRADUN ROAD SAHARANPUR ,OFFICE OF THE SE IWC DEHRADUN ROAD SAHARANPUR ,20-Sep-2025 03:00 PM ,OFFICE OF THE SE IWC SAHARANPUR,No ,No,"7,15,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender Documents,16-Sep-2025 01:00 PM,23-Sep-2025 10:30 AM,16-Sep-2025 01:00 PM,22-Sep-2025 05:00 PM,NA ,NA ,16-Sep-2025 01:00 PM,22-Sep-2025 05:00 PM,03-Oct-2025 02:00 PM,AOC
2,5547736,ARUN KUMAR GUPTA,22-Sep-2025 11:56 AM,Rejected-Technical,DISQUALIFIED,29-Sep-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC
3,5548540,Arvind Kumar,22-Sep-2025 04:11 PM,Rejected-Technical,DISQUALIFIED,29-Sep-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,5552355,C P SYSTEMS PVT LTD,22-Sep-2025 03:03 PM,Rejected-Technical,DISQUALIFIED,29-Sep-2025 07:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,5546445,Durga Engineers and Earth Movers,22-Sep-2025 01:15 PM,Rejected-AOC,L8,17-Oct-2025 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,5549157,GSB DEVELOPERS PRIVATE LIMITED,21-Sep-2025 01:29 PM,Rejected-AOC,L9,17-Oct-2025 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,5552339,HARBIR SINGH,22-Sep-2025 02:49 PM,Rejected-AOC,L6,17-Oct-2025 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,5550059,M/S CHAUDHARY ENTERPRISES,21-Sep-2025 06:38 PM,Rejected-AOC,L5,17-Oct-2025 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,5548810,M/S MANOJ TRADERS,20-Sep-2025 09:50 PM,Accepted-AOC,L1,17-Oct-2025 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,5542024,M/S SATT SAHIB CONSTRUCTION CO,22-Sep-2025 12:24 PM,Rejected-AOC,L7,17-Oct-2025 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
