EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"7,000",No,fixed,,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,10-Jul-2025 03:00 PM,17-Jul-2025 11:00 AM,10-Jul-2025 03:00 PM,17-Jul-2025 10:00 AM,NA ,NA ,10-Jul-2025 03:00 PM,17-Jul-2025 10:00 AM,21-Jul-2025 12:05 PM,826.0,U.P. STATE CONST. AND INFRA. DEVELOPMENT CORP. LTD,MORADABAD,No,"Construction work of 52.00 m interlocking road and 82.00 m drain from primary school to graveyard in village Bahlolpur, Block-AMROHA, District-AMROHA (NIDHI WORK)","Construction work of 52.00 m interlocking road and 82.00 m drain from primary school to graveyard in village Bahlolpur, Block-AMROHA, District-AMROHA (NIDHI WORK)",Please refer Tender documents. ,NA ,"3,15,880",Civil Works - Roads,NA ,Tender,60.0,60.0,AMROHA,244251.0,NA ,NA ,NA ,"E.E. OFFICE , UPSCIDCO, MORADABAD",No ,No,"E.E., UPSCIDCO, AMROHA","E.E. OFFICE, UP STATE CONSTRUCTION AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD., SAMAJ KALYAN CAMPUS, KANTH ROAD, MORADABAD",1,FDR - Fixed Deposit,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,014/EE/JPN/NIDHI/2025-26 Dt. 10-07-2025,2025_SCIDC_1055877_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,AOC,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,22-Jul-2025 04:00 PM,finsummary_1921274.pdf (1941.80 KB),Technical,TECHNICAL REPORT,Avdhesh kumar Verma,21-Jul-2025 11:36 AM,technical_1921274.pdf,AVDHESH KUMAR VERMA -E.E,Internal,"1-AVDHESH KUMAR VERMA -E.E, 2-HARINDRA KUMAR(EL.) A.E, 3-MOOL CHANDRA-AAO",Avdhesh kumar Verma,21-Jul-2025 12:02 PM,21-Jul-2025 12:05 PM,techsummary_1921274.pdf (359.69 KB),Finance,FINANCIAL REPORT,Avdhesh kumar Verma,22-Jul-2025 03:46 PM,,BOQ Comparative Chart,1,5343902,M A ENTERPRISES,16-Jul-2025 10:54 PM,Rejected-Finance,AMOUNT IS HIGH,22-Jul-2025 04:00 PM,1.0,5340074.0,M/S PRADEEP KUMAR CONTRACTOR,INR,"315,722.06",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Etah,2025_SCIDC_1055877_1,014/EE/JPN/NIDHI/2025-26 Dt. 10-07-2025,"Construction work of 52.00 m interlocking road and 82.00 m drain from primary school to graveyard in village Bahlolpur, Block-AMROHA, District-AMROHA (NIDHI WORK)",22-Jul-2025,"INR 315,880",60.0,Avdhesh kumar Verma,12-Aug-2025 05:19 PM,014NIT37WOJPN.pdf (365.00 KB),LOI OF WORK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,2,Finance,.xls,PRICE BID,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5340074,M/S PRADEEP KUMAR CONTRACTOR,17-Jul-2025 08:47 AM,Accepted-AOC,AMOUNT IS LOWEST,12-Aug-2025 05:20 PM,,,,,,,,,,,,,,,,,AOC
