S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5579931.0,M/S RAJKIRAN CONSTRUCTION,INR,"1,031,620.18","U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",2025_UPIDC_1077132_3,04/EE/MDD/2025-26,Renovation of Dam Top Road of Right Afflux Bund Matatila Dam,1,5585008,M/S MANGLAM ASSOCIATES,05-Oct-2025 07:44 PM,Rejected-AOC,L2,29-Oct-2025 01:23 PM,29-Oct-2025,"INR 1,031,620.18",30.0,Pankaj Singh,29-Oct-2025 01:23 PM,Road03.pdf (520.00 KB),Date of Start,Pankaj Singh,Internal,Brajesh Kumar Porwal,Pankaj Singh,29-Oct-2025 12:58 PM,finsummary_1968367.pdf (647.52 KB),Technical,All Bids are Accepted,Pankaj Singh,06-Oct-2025 04:43 PM,,Pankaj Singh,Internal,All Bids are Accepted,Pankaj Singh,06-Oct-2025 04:54 PM,06-Oct-2025 05:00 PM,techsummary_1968367.pdf (564.40 KB),Finance,All Bids Are Accepted,Pankaj Singh,29-Oct-2025 12:28 PM,finance_1968367.pdf,BOQ Comparative Chart,AOC,Renovation of Dam Top Road of Right Afflux Bund Matatila Dam,Renovation of Dam Top Road of Right Afflux Bund Matatila Dam,Please refer Tender documents. ,NA ,"13,60,000",Civil Works,NA ,Tender,90.0,30.0,Matatila Talbehat,284136.0,NA ,NA ,NA ,Jhansi,No ,No,"1,195",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Tender Documents 04,25-Sep-2025 10:00 AM,06-Oct-2025 11:00 AM,25-Sep-2025 10:00 AM,06-Oct-2025 10:00 AM,NA ,NA ,25-Sep-2025 10:00 AM,06-Oct-2025 10:00 AM,06-Oct-2025 05:00 PM,1.0,SBI Bank,"1,36,000",No,fixed,,Nil,Nil,"Executive Engineer, Matatila Dam Division,Jhansi","Executive Engineer, Matatila Dam Division,Jhansi","U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",04/EE/MDD/2025-26,2025_UPIDC_1077132_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,5579931,M/S RAJKIRAN CONSTRUCTION,04-Oct-2025 12:19 PM,Accepted-AOC,L1,29-Oct-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
