S.No,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DD - Demand Draft,1,Fee/PreQual/Technical,.pdf,Technical Documets,Board of Revenue U P||Faizabad Division||Barabanki District,425327052025.0,2025_UPBOR_1044335_2,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,Logistic arrangments at flood relief centers,Logistic arrangments at flodd centers,Please refer Tender documents. ,NA ,"7,00,000",Miscellaneous Services,NA ,Tender,300.0,1.0,flood relief centers Barabanki,225001.0,NA ,NA ,NA ,Collectorate Barabanki,No ,No,"7,000",No,fixed,,ADM F/R Barabaki,Barabanki,ADM F/R Barabanki,Office of the ADM F/R Collectorate Barabanki.,21-Jun-2025 02:30 PM,01-Jul-2025 11:00 AM,21-Jun-2025 02:30 PM,30-Jun-2025 02:30 PM,NA ,NA ,21-Jun-2025 02:30 PM,30-Jun-2025 02:30 PM,14-Jul-2025 05:30 PM,"1,400",ADM F/R Barabaki,Barabanki,No,AOC,Technical,Technical Bid Opening.,Arun Kumar Singh,14-Jul-2025 05:18 PM,technical_1909767.pdf,ADM FR,Internal,"Exta Magistrate III, SDM Sirolli, Sr TO, GM DIC, DEO, EO Nagar Palika, DPRO,Tehsildar Nawabganj,AE PWD khand 3.",Indramanikant Baiswar,05-Aug-2025 03:06 PM,finsummary_1909767.pdf (1563.60 KB),Finance,Financial Bid,Indramanikant Baiswar,05-Aug-2025 02:54 PM,finance_1909767.pdf,BOQ Comparative Chart,ADM FR,Internal,"Sr TO,GMDIC,Ex Magistrate III, District Employment officer,SDM Sirauli gauspur,EO Nagar Palika,DPRO,Tehsildar Nawabganj,AE CD 3",Arun Kumar Singh,14-Jul-2025 05:25 PM,14-Jul-2025 05:30 PM,techsummary_1909767.pdf (284.45 KB),05-Aug-2025,"INR 7,358",1.0,Indramanikant Baiswar,05-Aug-2025 03:22 PM,logisticvyawastha.pdf (1564.00 KB),After negotiation evolution amount Rs.7358,1.0,5281972.0,Asian Trading and Manufacturing corp,30-Jun-2025 02:26 PM,Accepted-AOC,Due L1 Bidder,05-Aug-2025 03:23 PM,Board of Revenue U P||Faizabad Division||Barabanki District,2025_UPBOR_1044335_2,425327052025.0,Logistic arrangments at flood relief centers,1.0,5281972.0,Asian Trading and Manufacturing corp,INR,"7,358",AOC
,,2,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
