Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,25-Jul-2025 01:13 PM,28-Jul-2025 11:00 AM,techsummary_1924425.pdf (202.68 KB),01-Aug-2025,"INR 180,020.02",90.0,Sujit Kumar Sinha,18-Aug-2025 03:55 PM,AOC.pdf (95.00 KB),Technical,Technical bid open,Sujit Kumar Sinha,23-Jul-2025 05:35 PM,technical_1924425.pdf,Finance,Financial bid open,Sujit Kumar Sinha,28-Jul-2025 02:11 PM,finance_1924425.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,28-Jul-2025 04:38 PM,finsummary_1924425.pdf (121.23 KB),1.0,5364186.0,RUDRA ENTERPRISES,INR,"180,020.02",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2025_REDUP_1057295_10,"366/RED/E-Tender(9)/2025-26, Dt. 30.06.2025","Repair and upgradation work of Anganwadi Center Bahadurganj-1, Block Chittaura_10",1,5364546,MAYA RAM CONTRACTOR,22-Jul-2025 02:26 PM,Rejected-Finance,High,28-Jul-2025 04:38 PM,AOC,"3,400",No,fixed,,Nil,Nil,"Repair and upgradation work of Anganwadi Center Bahadurganj-1, Block Chittaura_10","Repair and upgradation work of Anganwadi Center Bahadurganj-1, Block Chittaura_10",Please refer Tender documents. ,NA ,"1,70,000",Civil Works,NA ,Tender,90.0,90.0,Bahraich,271801.0,"Office of the Executive Engineer, R.E.D. Bahraich ","Office of the Executive Engineer, R.E.D. Bahraich ",16-Jul-2025 12:30 PM ,"Office of the Executive Engineer, R.E.D. Bahraich",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid Document,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"366/RED/E-Tender(9)/2025-26, Dt. 30.06.2025",2025_REDUP_1057295_10,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,16-Jul-2025 12:00 PM,23-Jul-2025 12:30 PM,16-Jul-2025 12:00 PM,22-Jul-2025 05:00 PM,NA ,NA ,16-Jul-2025 12:00 PM,22-Jul-2025 05:00 PM,28-Jul-2025 11:00 AM,Executive Engineer,"Office of the Executive Engineer, R.E.D. Bahraich",596.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5359375,M/S R K BROTHERS,21-Jul-2025 08:57 PM,Rejected-Finance,High,28-Jul-2025 04:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5363847,M/s Vaishnavi Construction,22-Jul-2025 01:45 PM,Rejected-Finance,High,28-Jul-2025 04:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5362169,M/s Vikram Jaiswal,22-Jul-2025 03:04 PM,Rejected-Finance,High,28-Jul-2025 04:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5364186,RUDRA ENTERPRISES,22-Jul-2025 01:48 PM,Accepted-AOC,AOC,18-Aug-2025 03:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
