Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
24-Oct-2025,"INR 1,742,987.12",60.0,Mukesh Kumar Vaish,24-Oct-2025 02:11 PM,AOC.pdf (1471.00 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",2025_UPIDC_1075839_1,02/EE/2025-26,Brick on edge Pitiching work at Left bank of Dehwa Mr. from km. 5.432 to Km. 6.280,1.0,5571597.0,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,INR,"1,742,987.12",1,5570513,Anuj Singh,29-Sep-2025 02:54 PM,Rejected-Finance,VI Lowest,08-Oct-2025 03:52 PM,Technical,Technical Summary,Mukesh Kumar Vaish,04-Oct-2025 03:08 PM,technical_1964772.pdf,Mukesh Kumar Vaish,Internal,"AJAY KUMAR CHAUDHARI Executive Engineer Y. k. Yadav, D.A.O.",Mukesh Kumar Vaish,08-Oct-2025 03:52 PM,finsummary_1964772.pdf (209.61 KB),Finance,Financial Summary,Mukesh Kumar Vaish,08-Oct-2025 03:45 PM,finance_1964772.pdf,BOQ Comparative Chart,Mukesh Kumar Vaish,Internal,AJAY KUMAR CHAUDHARI Executive Engineer Y. k. Yadav D.A.O.,Mukesh Kumar Vaish,04-Oct-2025 03:14 PM,08-Oct-2025 03:00 PM,techsummary_1964772.pdf (209.61 KB),AOC,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||VI Circle Irrigation Works, Lucknow||LD-2SC, lucknow",02/EE/2025-26,2025_UPIDC_1075839_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EXECUTIVE ENGINEER,"OFFICE OF EXECUTIVE ENGINEER L.D-2,.S.C",Brick on edge Pitiching work at Left bank of Dehwa Mr. from km. 5.432 to Km. 6.280,Brick on edge Pitiching work at Left bank of Dehwa Mr. from km. 5.432 to Km. 6.280,Refer tender Document ,NA ,"24,38,650",Civil Works - Roads,NA ,Rate Contract,90.0,60.0,Lucknow,226010.0,NA ,NA ,NA ,"OFFICE OF EXECUTIVE ENGINEER L.D-2,.S.C",No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,22-Sep-2025 03:00 PM,29-Sep-2025 03:15 PM,22-Sep-2025 03:00 PM,29-Sep-2025 03:00 PM,NA ,NA ,22-Sep-2025 03:00 PM,29-Sep-2025 03:00 PM,08-Oct-2025 03:00 PM,"48,773",Yes,percentage,2.0%,Nil,Nil,854.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,2,5568515,HARI OM ENTERPRISES,27-Sep-2025 06:43 PM,Rejected-Finance,III Lowest,08-Oct-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Document,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5569691,Indal Enterprises,29-Sep-2025 02:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Oct-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5567852,KOSIS ENTERPRISES,27-Sep-2025 02:10 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Oct-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5555580,M/S ASHISH KUMAR,27-Sep-2025 06:48 PM,Rejected-Finance,IV Lowest,08-Oct-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5562621,M/S KUMAR MANGLAM CONSTRUCTION,28-Sep-2025 07:54 PM,Rejected-Finance,II Lowest,08-Oct-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,5571597,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,29-Sep-2025 11:55 AM,Accepted-AOC,Lowest Bidder,24-Oct-2025 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,5568171,M/S RAM UJAGAR SINGH CONTRACTOR,27-Sep-2025 06:49 PM,Rejected-Finance,V Lowest,08-Oct-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,9,5568580,MS VIDHUSHEKHAR SINGH,27-Sep-2025 07:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Oct-2025 03:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
