Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",01/EE/2025-26,2025_UPIDC_1035139_2,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,No,1.0,SBI Bank,Repair/Reconstruction of C.C. Lining of Belan Main Canal in between Km. 2.400 to Km. 2.420 and Km. 6.790 to Km. 6.860.,Repair/Reconstruction of C.C. Lining of Belan Main Canal in between Km. 2.400 to Km. 2.420 and Km. 6.790 to Km. 6.860.,Please refer Tender documents. ,NA ,"33,33,000",Civil Works,NA ,Tender,90.0,30.0,prayagraj,211004.0,NA ,NA ,NA ,Executive Engineer Belan Canal Division Prayagraj,No ,No,Executive Engineer Belan Canal Division Prayagraj,Executive Engineer Belan Canal Division govindpur irrigation colony Prayagraj,1.0,Due Date Extended for tenders closing on 07-05-2025.,Admin Corrigendum Date Extend,,01-May-2025 06:45 PM,10-May-2025 03:30 PM,01-May-2025 06:45 PM,10-May-2025 03:00 PM,NA ,NA ,01-May-2025 06:55 PM,10-May-2025 03:00 PM,15-May-2025 06:15 PM,"66,660",No,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,doc,AOC,Technical,02 bid admitted and 02 bid not admitted,Satya Prakash Chaudhary,15-May-2025 06:07 PM,technical_1874847.pdf,S P Chaudhary,Internal,D N Shukla,Satya Prakash Chaudhary,29-Aug-2025 06:29 PM,finsummary_1874847.pdf (193.98 KB),Finance,aoc,Satya Prakash Chaudhary,29-Aug-2025 06:26 PM,finance_1874847.pdf,BOQ Comparative Chart,S P Chaudhary,Internal,D N Shukla,Satya Prakash Chaudhary,15-May-2025 06:14 PM,15-May-2025 06:15 PM,techsummary_1874847.pdf (466.66 KB),29-Aug-2025,"INR 2,174,191.1",30.0,Satya Prakash Chaudhary,29-Aug-2025 06:32 PM,Lot2.pdf (194.00 KB),aoc,1.0,5175081.0,M/S RAM ASAREY PATEL,INR,"2,174,191.1","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||BCD, allahabad",2025_UPIDC_1035139_2,01/EE/2025-26,Repair/Reconstruction of C.C. Lining of Belan Main Canal in between Km. 2.400 to Km. 2.420 and Km. 6.790 to Km. 6.860.,1,5174612,AARADHYA ENTERPRISES,07-May-2025 12:16 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2025 06:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5175081,M/S RAM ASAREY PATEL,10-May-2025 02:05 PM,Accepted-AOC,aoc,29-Aug-2025 06:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5170831,M/S S C CONSTRUCTION COMPANY,06-May-2025 11:39 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,15-May-2025 06:07 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5169519,MS SHREYA CONSTRUCTION,09-May-2025 09:00 PM,Rejected-Finance,reject,29-Aug-2025 06:29 PM,AOC
