Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
19-Aug-2025,"INR 770,660",90.0,Yogendra Nath Kushwaha,18-Aug-2025 08:17 PM,AOC.pdf (657.00 KB),AADI SHAKTI CONSTRUCTION AND SUPPLIER FOUND L1 AS PER BOQ CHART,1.0,5407930.0,AADI SHAKTI CONSTRUCTION AND SUPPLIER,INR,"770,660",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Jaunpur,2025_SCIDC_1061378_1,076/EE/JNP-MLA/25-26 DT-30-07-25,UNDER MLA BADLAPUR ESTEBLISHMENT OF 01 NOS 500 LPH WATER ATM AT RAM NAGAR BAZAR BADLAPUR,1.0,5407930.0,AADI SHAKTI CONSTRUCTION AND SUPPLIER,06-Aug-2025 10:31 PM,Accepted-AOC,L1,18-Aug-2025 08:17 PM,Finance,two bid found for the tender aadi shakti construction and supplier found l1,Yogendra Nath Kushwaha,18-Aug-2025 08:07 PM,finance_1933946.pdf,BOQ Comparative Chart,SRI YN KUSHWAHA,Internal,SRI VAIBHAV TRIPATHI ACCT SRI MALIK ASHAD,Yogendra Nath Kushwaha,15-Aug-2025 10:02 AM,15-Aug-2025 11:00 AM,techsummary_1933946.pdf (399.66 KB),Technical,TWO BID FOUND FOR THE TENDER,Yogendra Nath Kushwaha,15-Aug-2025 10:00 AM,technical_1933946.pdf,SRI YN KUSHWAHA,Internal,SRI VAIBHAV TRIPATHI ACCT SRI MALIK ASHAD JE,Yogendra Nath Kushwaha,18-Aug-2025 08:09 PM,finsummary_1933946.pdf (570.70 KB),AOC,Ex enginner UPSCIDC LTD JAUNPUR,VAN VIHAR ROAD BHUPATPATTI JAUNPUR,"1,062",Ex engineer upscidc ltd,JAUNPUR,No,UNDER MLA BADLAPUR ESTEBLISHMENT OF 01 NOS 500 LPH WATER ATM AT RAM NAGAR BAZAR BADLAPUR,UNDER MLA BADLAPUR ESTEBLISHMENT OF 01 NOS 500 LPH WATER ATM AT RAM NAGAR BAZAR BADLAPUR,Please refer Tender documents. ,NA ,"7,71,432",Civil Works - Others,WATER ATM ,Tender,90.0,90.0,RAMNAGAR BAZAR,222001.0,NA ,NA ,NA ,Ex enginner office UPSCIDC LTD JAUNPUR,No ,No,1,DD - Demand Draft,"16,000",No,fixed,,Ex engineer upscidc ltd,JAUNPUR,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Jaunpur,076/EE/JNP-MLA/25-26 DT-30-07-25,2025_SCIDC_1061378_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,DATE,Date,,30-Jul-2025 06:00 PM,11-Aug-2025 01:00 PM,30-Jul-2025 06:00 PM,11-Aug-2025 12:00 PM,NA ,NA ,30-Jul-2025 06:00 PM,11-Aug-2025 12:00 PM,15-Aug-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,2.0,5411756.0,M/S SHYAM JI ENTERPRISES,08-Aug-2025 01:31 PM,Rejected-Finance,L2,18-Aug-2025 08:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
