S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,5317912.0,JAGDISH RAJ CONSTRUCTION,17-Jul-2025 12:04 AM,Accepted-AOC,1st Lowest Rate,15-Aug-2025 06:13 PM,1.0,5317912.0,JAGDISH RAJ CONSTRUCTION,INR,"1,451,256.4",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Fatehpur,2025_SCIDC_1055858_1,14-8/EE/PYG/VN/E-Tender/25-26,Katghar rajendra nagar mein amit kesarwani ke ghar se Rohit kesri ke makan hote hue naresh kumar singh ke makan se ashok kumar gupta ke ghar tak road and nali ka nirman karya,15-Aug-2025,"INR 1,451,256.4",90.0,Surendra Katuyar,15-Aug-2025 06:13 PM,WO.pdf (553.00 KB),Work order No.- 359 dt . 23.07.2025,SS Katiyar,Internal,"Lalji Tiwari, Himanshu Yadav",Surendra Katuyar,15-Aug-2025 06:10 PM,finsummary_1921198.pdf (884.74 KB),Technical,TS,Surendra Katuyar,23-Jul-2025 12:42 PM,technical_1921198.pdf,SS Katiyar,Internal,"Lalji Tiwari, Himanshu Yadav",Surendra Katuyar,23-Jul-2025 12:44 PM,23-Jul-2025 12:45 PM,techsummary_1921198.pdf (2088.13 KB),Finance,FS,Lalji Tiwari,23-Jul-2025 02:28 PM,finance_1921198.pdf,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,NIT,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Fatehpur,14-8/EE/PYG/VN/E-Tender/25-26,2025_SCIDC_1055858_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,652",EE UPSCIDCO,PRAYAGRAJ,No,EE UPSCIDCO Prayagraj,236/174/4 Triveni Gas Godown Road New mehdauri Teliyarganj Prayagraj,1,DD - Demand Draft,Katghar rajendra nagar mein amit kesarwani ke ghar se Rohit kesri ke makan hote hue naresh kumar singh ke makan se ashok kumar gupta ke ghar tak road and nali ka nirman karya,Katghar rajendra nagar mein amit kesarwani ke ghar se Rohit kesri ke makan hote hue naresh kumar singh ke makan se ashok kumar gupta ke ghar tak road and nali ka nirman karya,Please refer Tender documents. ,NA ,"14,53,000",Civil Works,NA ,Tender,120.0,90.0,Prayagraj,211004.0,EE UPSCIDCO Prayagraj ,236/174/4 Triveni Gas Godown Road New mehdauri Teliyarganj Prayagraj ,15-Jul-2025 12:00 PM ,EE UPSCIDCO Prayagraj,No ,No,10-Jul-2025 09:00 AM,17-Jul-2025 03:00 PM,10-Jul-2025 09:00 AM,17-Jul-2025 02:00 PM,NA ,NA ,10-Jul-2025 09:00 AM,17-Jul-2025 02:00 PM,23-Jul-2025 12:45 PM,"29,000",Yes,fixed,,EE UPSCIDCO,PRAYAGRAJ,AOC
2.0,5317836.0,K.D.R.S.S AND SONS,16-Jul-2025 10:28 PM,Rejected-AOC,2nd Lowest Rate,15-Aug-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
