Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
23-Sep-2025,"INR 2,244,189.76",120.0,VIKAS KUMAR,09-Oct-2025 03:52 PM,aoc313_3.pdf (982.00 KB),AOC,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1042868_3,YEA/GM(PROJECT)/2025/313 DT-21/05/2025,"Maintenance of panchayat ghar for E-library in village banwariwas Dhansiya And veerampur,YEA .WC06",1.0,5257687.0,KWALITY INFRASTRUCTURE PVT LTD,INR,"2,244,189.76",1.0,5257919.0,DEEPTI INFRATECH,18-Jun-2025 04:09 PM,Rejected-Finance,L3,23-Sep-2025 11:36 AM,Finance,UNDER EVALUATION,VIKAS KUMAR,23-Sep-2025 11:33 AM,,BOQ Comparative Chart,Committee,Internal,Committee,NITENDRA KUMAR ADARSH,21-Jul-2025 03:01 PM,21-Jul-2025 04:00 PM,techsummary_1892628.pdf (606.59 KB),Technical,under evaluation,NITENDRA KUMAR ADARSH,21-Jul-2025 10:41 AM,,Committee,Internal,Committee,VIKAS KUMAR,23-Sep-2025 11:36 AM,finsummary_1892628.pdf (206.21 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",26-May-2025 06:55 PM,20-Jun-2025 11:00 AM,26-May-2025 06:55 PM,18-Jun-2025 05:00 PM,NA ,NA ,26-May-2025 06:55 PM,18-Jun-2025 05:00 PM,21-Jul-2025 04:00 PM,840.0,Nil,Nil,No,1.0,SBI Bank,"Maintenance of panchayat ghar for E-library in village banwariwas Dhansiya And veerampur,YEA .WC06","Maintenance of panchayat ghar for E-library in village banwariwas Dhansiya And veerampur,YEA Wc-06",Please refer Tender documents. ,NA ,"22,64,570",Civil Works,NA ,Tender,90.0,120.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201310.0,NA ,NA ,NA ,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,1.0,Corrigendum 2,Date,,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/313 DT-21/05/2025,2025_YEIDA_1042868_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"45,500",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2.0,5257607.0,krishna Enterprises,18-Jun-2025 02:33 PM,Rejected-Finance,L2,23-Sep-2025 11:36 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,5257687.0,KWALITY INFRASTRUCTURE PVT LTD,18-Jun-2025 02:56 PM,Accepted-AOC,L1,09-Oct-2025 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
