Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
29-Oct-2025,"INR 2,530,636",30.0,Pankaj Singh,29-Oct-2025 01:15 PM,Road01.pdf (502.00 KB),Date of Start,1,5584987,M/S MANGLAM ASSOCIATES,05-Oct-2025 07:36 PM,Rejected-AOC,L2,29-Oct-2025 01:15 PM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",2025_UPIDC_1077132_1,04/EE/MDD/2025-26,Renovation of Dam top road between ch.500.00 m to pole no.49 of Left bank of Matatila Dam,1.0,5579914.0,M/S RAJKIRAN CONSTRUCTION,INR,"2,530,636",Technical,All Bids are Accepted,Pankaj Singh,06-Oct-2025 04:39 PM,technical_1968311.pdf,Pankaj Singh,Internal,Brajesh Kumar Porwal,Pankaj Singh,29-Oct-2025 12:36 PM,finsummary_1968311.pdf (656.42 KB),Finance,All Bids Are Accepted,Pankaj Singh,29-Oct-2025 12:24 PM,finance_1968311.pdf,BOQ Comparative Chart,Pankaj Singh,Internal,Brajesh Kumar Porwal,Pankaj Singh,06-Oct-2025 04:50 PM,06-Oct-2025 05:00 PM,techsummary_1968311.pdf (665.15 KB),AOC,Executive Engineer,"Executive Engineer, Matatila Dam Division,Jhansi","2,395",Nil,Nil,No,"3,33,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Tender Documents 04,1.0,SBI Bank,25-Sep-2025 10:00 AM,06-Oct-2025 11:00 AM,25-Sep-2025 10:00 AM,06-Oct-2025 10:00 AM,NA ,NA ,25-Sep-2025 10:00 AM,06-Oct-2025 10:00 AM,06-Oct-2025 05:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi||MDD, jhansi",04/EE/MDD/2025-26,2025_UPIDC_1077132_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Renovation of Dam top road between ch.500.00 m to pole no.49 of Left bank of Matatila Dam,Renovation of Dam top road between ch.500.00 m to pole no.49 of Left bank of Matatila Dam,Please refer Tender documents. ,NA ,"33,33,000",Civil Works,NA ,Tender,90.0,30.0,Matatila Talbehat,284136.0,NA ,NA ,NA ,Jhansi,No ,No,AOC
,,,,,,,2,5579914,M/S RAJKIRAN CONSTRUCTION,04-Oct-2025 12:15 PM,Accepted-AOC,L1,29-Oct-2025 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
