Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No.1,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Construction of Boundary wall and Gate work at Rajkiya Highschool Motipur Distt Santkabir Nagar,Construction of Boundary wall and Gate work at Rajkiya Highschool Motipur Distt Santkabir Nagar,As Given in NIT ,NA ,"14,46,000",Civil Works,NA ,Tender,90.0,90.0,Basti,272001.0,"H.No. 1087(2) Malviya road, near Roadways Tiraha,  ","H.No. 1087(2) Malviya road, near Roadways Tiraha, Basti ",06-Jun-2025 12:00 PM ,UPSCIDCO BASTI,No ,No,1.0,Date Corrigendum,Date,,"1,652",UPSCIDCO,Santkabir Nagar,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,FDR - Fixed Deposit,25-May-2026 12:47 PM,12-Jun-2025 02:00 PM,04-Jun-2025 09:00 AM,12-Jun-2025 01:00 PM,04-Jun-2025 09:00 AM ,12-Jun-2025 01:00 PM ,04-Jun-2025 09:00 AM,12-Jun-2025 01:00 PM,26-Jul-2026 12:47 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,485 /E.E/Santkabir Nagar /Project Alankar SKN/R-TENDER-III/ 2025-26 Dated 03 /06/2025,2025_SCIDC_1045645_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,"H.No. 1087(2) Malviya road, near Roadways Tiraha, Basti","29,000",No,fixed,,UPSCIDCO,Santkabir Nagar,AOC,Finance,M/s Shivam Construction Found L1,Ramesh Bahadur Shahi,22-Aug-2025 03:40 PM,finance_1898194.pdf,BOQ Comparative Chart,Sri Ramesh bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,26-Jul-2025 01:29 PM,26-Jul-2025 03:00 PM,techsummary_1898194.pdf (395.95 KB),Technical,M/s Shivam Construction and M/S AJENDRA SINGH Found,Ramesh Bahadur Shahi,26-Jul-2025 01:26 PM,technical_1898194.pdf,Sri Ramesh bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,22-Aug-2025 03:42 PM,finsummary_1898194.pdf (562.57 KB),22-Aug-2025,"INR 1,315,715",90.0,Ramesh Bahadur Shahi,22-Aug-2025 03:52 PM,MotipurLOI.pdf (955.00 KB),M/s Shivam Construction Found L1,1.0,5247083.0,Shivam Construction,INR,"1,315,715",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2025_SCIDC_1045645_1,485 /E.E/Santkabir Nagar /Project Alankar SKN/R-TENDER-III/ 2025-26 Dated 03 /06/2025,Construction of Boundary wall and Gate work at Rajkiya Highschool Motipur Distt Santkabir Nagar,1,5247166,M/S AJENDRA SINGH,12-Jun-2025 12:30 PM,Rejected-Finance,L2,22-Aug-2025 03:42 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5243530,M/S CHANDRA KANT PATHAK,10-Jun-2025 12:06 PM,Rejected-Technical,Not Accepted,26-Jul-2025 01:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5247083,Shivam Construction,12-Jun-2025 12:19 PM,Accepted-AOC,L1,22-Aug-2025 03:52 PM,AOC
