Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE MAU,2025_REDUP_1052226_1,439dt03.06.2025,Rijarve Police Line Parisar Janpad Mau me 100 Student ke Liye R.T.C. Bairak ka Nav Nirman Karya.,1.0,5280090.0,M/s Sanjay Kumar Singh,INR,"2,779,956.44",1.0,5280098.0,BHUPAL TIWARI,29-Jun-2025 12:56 PM,Rejected-AOC,SECOND LOWEST RATE FOUND,01-Aug-2025 05:56 PM,24-Aug-2025,"INR 2,779,956.44",90.0,Kunwar Singh,01-Aug-2025 05:56 PM,BairakAOC.pdf (80.00 KB),M/S Sanjay Kumar Singh FINANCIAL BID RATE FOUND LOWEST AND BELOW THE RATE OF DIPARTMENTAL RATE HANCE A.O.C.GENERATED IN THE NAME OF M/S Sanjay Kumar Singh,EE RED MAU,Internal,"E.E.A.K.Verma,D.A.O.Kunwar Raghavendra Singh,AE Jai Prakash Singh",Jay Prakash Singh,26-Jul-2025 06:54 PM,finsummary_1913211.pdf (362.99 KB),Technical,Two Technical Bid found,MANOJ KUMAR SINGH,05-Jul-2025 03:25 PM,technical_1913211.pdf,EE RED MAU,Internal,"E.E.A.K.Verma,D.A.O.Kunwar Raghavendra Singh,AE Jai Prakash Singh",Jay Prakash Singh,19-Jul-2025 06:31 PM,21-Jul-2025 12:30 PM,techsummary_1913211.pdf (362.99 KB),Finance,Two financial Bid found,Kunwar Singh,21-Jul-2025 05:05 PM,finance_1913211.pdf,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,Payment Certificate,"1,104",Nil,Nil,No,27-Jun-2025 10:00 AM,05-Jul-2025 01:30 PM,27-Jun-2025 10:00 AM,05-Jul-2025 12:00 PM,NA ,NA ,27-Jun-2025 10:00 AM,05-Jul-2025 12:00 PM,21-Jul-2025 12:30 PM,1.0,SBI Bank,Rijarve Police Line Parisar Janpad Mau me 100 Student ke Liye R.T.C. Bairak ka Nav Nirman Karya.,Rijarve Police Line Parisar Janpad Mau me 100 Student ke Liye R.T.C. Bairak ka Nav Nirman Karya.,Please refer Tender documents. ,NA ,"33,39,000",Civil Works,NA ,Tender,90.0,90.0,MAU,275101.0,NA ,NA ,NA ,Ex.En.R.E.D. Vikas Bhawan Mau,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE MAU,439dt03.06.2025,2025_REDUP_1052226_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Ex.En.R.E.D. Vikas Bhawan Mau,Ex.En.R.E.D. Vikas Bhawan Mau,"67,000",No,fixed,,Nil,Nil,AOC
,,,,,,,,,2.0,5280090.0,M/s Sanjay Kumar Singh,29-Jun-2025 12:22 PM,Accepted-AOC,LOWEST RATE FOUND,01-Aug-2025 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Technical Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
