Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,07-Aug-2025 03:21 PM,08-Aug-2025 12:00 PM,techsummary_1928531.pdf (372.77 KB),Technical,Technical bid open,Sujit Kumar Sinha,05-Aug-2025 02:48 PM,technical_1928531.pdf,08-Aug-2025,"INR 235,957.52",180.0,Sujit Kumar Sinha,21-Aug-2025 02:09 PM,balaji.pdf (95.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2025_REDUP_1059289_19,"398/RED/E-Tender(10)/2025-26, Dt. 04.07.2025",G.P. Parsa Agaiyya me Agaiyya Chaurahe par Lakhaiyya Mod par ek Highmask Light_19,1,5397493,M/S SHRI BALAJI CONSTRUCTIONS,03-Aug-2025 03:36 PM,Accepted-AOC,AOC,21-Aug-2025 02:09 PM,Finance,Financial bid open,Sujit Kumar Sinha,08-Aug-2025 02:55 PM,finance_1928531.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,08-Aug-2025 05:05 PM,finsummary_1928531.pdf (70.09 KB),1.0,5397493.0,M/S SHRI BALAJI CONSTRUCTIONS,INR,"235,957.52",AOC,"4,000",No,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"398/RED/E-Tender(10)/2025-26, Dt. 04.07.2025",2025_REDUP_1059289_19,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,"Office of the Executive Engineer, R.E.D. Bahraich",24-Jul-2025 12:00 PM,05-Aug-2025 12:30 PM,24-Jul-2025 12:00 PM,04-Aug-2025 12:00 PM,NA ,NA ,24-Jul-2025 12:00 PM,04-Aug-2025 12:00 PM,08-Aug-2025 12:00 PM,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical bid document,G.P. Parsa Agaiyya me Agaiyya Chaurahe par Lakhaiyya Mod par ek Highmask Light_19,G.P. Parsa Agaiyya me Agaiyya Chaurahe par Lakhaiyya Mod par ek Highmask Light_19,Please refer Tender documents. ,NA ,"2,00,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,"Office of the Executive Engineer, R.E.D. Bahraich ","Office of the Executive Engineer, R.E.D. Bahraich ",25-Jul-2025 12:00 PM ,"Office of the Executive Engineer, R.E.D. Bahraich",No ,No,596.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5398409,SAROJNI DEVI,03-Aug-2025 05:08 PM,Rejected-Finance,High,08-Aug-2025 05:05 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
